Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
15:39:52.355,BUCK_CHG,0,49.71,29.82,0.0,0.0,None
15:39:52.456,BUCK_CHG,2,49.58,29.81,0.0,0.0,None
15:39:52.557,BUCK_CHG,5,49.66,29.81,0.0,0.0,None
15:39:52.657,BUCK_CHG,5,49.66,29.81,0.0,0.0,None
15:39:52.758,BUCK_CHG,5,49.63,29.81,0.0,0.0,3_HS_OVP|1_LS_OVP
15:39:52.858,BUCK_CHG,5,49.66,29.81,0.0,0.0,3_HS_OVP|1_LS_OVP
15:39:52.959,BUCK_CHG,5,49.66,29.79,0.0,0.0,None
15:39:53.059,BUCK_CHG,5,49.68,29.78,0.0,0.0,None
15:39:53.159,BUCK_CHG,5,49.66,29.81,0.0,0.0,None
15:39:53.259,BUCK_CHG,5,49.66,29.81,0.0,0.0,None
15:39:53.360,BUCK_CHG,5,49.66,29.81,0.0,0.0,None
15:39:53.460,BUCK_CHG,5,49.71,29.81,0.0,0.0,None
15:39:53.561,BUCK_CHG,5,49.66,29.81,0.0,0.0,None
15:39:53.661,BUCK_CHG,5,49.68,29.81,0.0,0.0,None
15:39:53.761,BUCK_CHG,5,49.71,29.81,0.0,0.0,None
15:39:53.862,BUCK_CHG,5,49.68,29.81,0.0,0.0,None
15:39:53.963,BUCK_CHG,5,49.68,29.81,0.0,0.0,None
15:39:54.063,BUCK_CHG,5,49.66,29.81,0.0,0.0,None
15:39:54.164,BUCK_CHG,5,49.71,29.79,0.0,0.0,None
15:39:54.264,BUCK_CHG,5,49.71,29.78,0.0,0.0,None
15:39:54.365,BUCK_CHG,5,49.73,29.81,0.0,0.0,None
15:39:54.465,BUCK_CHG,5,49.73,29.81,0.0,0.0,None
