Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Chg_ON,Dsg_ON,Bal_ON
14:08:03.183,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:08:03.292,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:08:03.404,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:08:03.513,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:08:03.622,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:08:03.731,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:08:03.840,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:08:03.941,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:08:04.044,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:04.144,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:04.294,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:04.345,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:04.445,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:04.547,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:04.647,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:04.749,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:04.897,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:04.952,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:05.061,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:05.170,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:05.282,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:05.391,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:05.500,28.9,0.0,68,31,30,2416,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:08:05.609,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:08:05.721,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:08:05.824,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:08:05.925,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:08:06.027,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
