Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
15:22:01.585,BUCK_CHG,1,0,0,0,0,None
15:22:01.685,BUCK_CHG,2,49.63,30.34,0.1,0.0,None
15:22:01.787,BUCK_CHG,2,49.63,30.36,0.0,0.0,None
15:22:01.887,BUCK_CHG,2,49.63,30.36,0.1,0.0,None
15:22:01.988,BUCK_CHG,2,49.61,30.36,0.0,0.0,None
15:22:02.088,BUCK_CHG,1,49.68,30.34,0.0,0.0,None
15:22:02.188,BUCK_CHG,1,49.71,30.33,0.0,0.0,None
15:22:02.289,BUCK_CHG,1,49.71,30.33,0.0,0.0,None
15:22:02.389,BUCK_CHG,1,49.68,30.34,0.0,0.0,None
15:22:02.489,BUCK_CHG,1,49.71,30.36,0.0,0.0,None
15:22:02.589,BUCK_CHG,1,49.68,30.34,0.0,0.0,None
15:22:02.690,BUCK_CHG,1,49.68,30.36,0.0,0.0,None
15:22:02.791,BUCK_CHG,1,49.73,30.36,0.0,0.0,None
15:22:02.891,BUCK_CHG,1,49.68,30.34,0.0,0.0,None
15:22:02.991,BUCK_CHG,1,49.71,30.36,0.0,0.0,None
15:22:03.092,BUCK_CHG,1,49.71,30.36,0.0,0.0,None
15:22:03.193,BUCK_CHG,1,49.71,30.34,0.0,0.0,None
15:22:03.293,BUCK_CHG,1,49.76,30.34,0.0,0.0,None
15:22:03.395,BUCK_CHG,1,49.71,30.33,0.0,0.0,None
15:22:03.495,BUCK_CHG,1,49.73,30.33,0.0,0.0,None
15:22:03.596,BUCK_CHG,1,49.71,30.36,0.0,0.0,None
15:22:03.696,BUCK_CHG,1,49.71,30.34,0.0,0.0,None
15:22:03.797,BUCK_CHG,1,49.76,30.34,0.0,0.0,None
15:22:03.898,BUCK_CHG,1,49.73,30.36,0.0,0.0,None
15:22:03.999,BUCK_CHG,1,49.71,30.34,0.0,0.0,None
15:22:04.099,BUCK_CHG,1,49.76,30.36,0.0,0.0,None
15:22:04.200,BUCK_CHG,1,49.73,30.36,0.0,0.0,None
15:22:04.300,BUCK_CHG,1,49.76,30.34,0.0,0.0,None
15:22:04.400,BUCK_CHG,1,49.76,30.36,0.0,0.0,None
15:22:04.501,BUCK_CHG,1,49.79,30.36,0.0,0.0,None
15:22:04.602,BUCK_CHG,1,49.76,30.33,0.0,0.0,None
15:22:04.702,BUCK_CHG,1,49.76,30.33,0.0,0.0,None
15:22:04.802,BUCK_CHG,1,49.76,30.34,0.0,0.0,None
15:22:04.903,BUCK_CHG,1,49.76,30.36,0.0,0.0,None
15:22:05.003,BUCK_CHG,1,49.76,30.34,0.0,0.0,None
15:22:05.104,BUCK_CHG,1,49.73,30.36,0.0,0.0,None
15:22:05.204,BUCK_CHG,1,49.79,30.34,0.0,0.0,None
15:22:05.304,BUCK_CHG,1,49.76,30.34,0.0,0.0,None
