Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
16:50:54.954,BUCK,0,0,0,0,0,None
16:50:55.055,BUCK,2,43.73,33.84,22.6,28.6,None
16:50:55.156,BUCK,2,43.76,33.84,22.5,28.5,None
16:50:55.257,BUCK,2,43.78,33.85,22.6,28.6,None
16:50:55.358,BUCK,2,43.76,33.85,22.6,28.6,None
16:50:55.459,BOOST,2,43.76,33.85,22.6,28.6,None
16:50:55.559,BOOST,2,49.0,20.99,-18.5,-43.8,None
16:50:55.660,BOOST,3,48.89,20.98,-18.6,-43.8,None
16:50:55.762,BOOST,3,48.89,20.98,-18.6,-43.9,None
16:50:55.863,BOOST,3,48.89,20.98,-18.6,-44.0,None
16:50:55.963,BUCK,3,48.89,20.96,-18.6,-43.9,None
16:50:56.063,BUCK,3,43.68,33.81,22.6,28.6,None
16:50:56.164,BUCK,2,43.78,33.82,22.5,28.5,None
16:50:56.264,BUCK,2,43.76,33.82,22.6,28.5,None
16:50:56.365,BUCK,2,43.78,33.84,22.6,28.6,None
16:50:56.466,BOOST,2,43.78,33.84,22.6,28.6,None
16:50:56.566,BOOST,3,48.94,20.98,-18.6,-43.9,None
16:50:56.666,BOOST,3,48.87,20.96,-18.6,-43.9,None
16:50:56.766,BOOST,3,48.89,20.93,-18.6,-43.9,None
16:50:56.868,BOOST,3,48.87,20.93,-18.6,-43.8,None
16:50:56.968,BUCK,3,48.87,20.93,-18.6,-43.9,None
16:50:57.069,BUCK,2,43.63,33.82,22.6,28.6,None
16:50:57.169,BUCK,2,43.68,33.82,22.5,28.6,None
16:50:57.270,BUCK,2,43.68,33.84,22.6,28.6,None
16:50:57.370,BUCK,2,43.68,33.84,22.6,28.6,None
16:50:57.471,BOOST,2,43.68,33.85,22.6,28.6,None
16:50:57.571,BOOST,3,48.94,20.95,-18.5,-43.9,None
16:50:57.671,BOOST,3,48.87,20.93,-18.6,-43.9,None
16:50:57.771,BOOST,3,48.87,20.92,-18.6,-43.9,None
16:50:57.871,BOOST,3,48.87,20.92,-18.6,-43.9,None
16:50:57.972,BUCK,3,48.87,20.92,-18.6,-43.8,None
16:50:58.073,BUCK,2,43.6,33.81,22.6,28.6,None
16:50:58.173,BUCK,2,43.71,33.81,22.5,28.6,None
16:50:58.274,BUCK,2,43.66,33.79,22.5,28.6,None
16:50:58.374,BUCK,2,43.63,33.81,22.5,28.6,None
16:50:58.475,BOOST,2,43.66,33.82,22.6,28.6,None
16:50:58.575,BOOST,3,48.94,20.92,-18.5,-43.8,None
16:50:58.676,BOOST,3,48.87,20.9,-18.5,-43.9,None
16:50:58.776,BOOST,3,48.87,20.9,-18.5,-43.9,None
16:50:58.877,BOOST,3,48.87,20.89,-18.5,-43.9,None
16:50:58.978,BUCK,3,48.84,20.88,-18.6,-43.8,None
16:50:59.080,BUCK,2,43.55,33.81,22.6,28.5,None
16:50:59.180,BUCK,2,43.66,33.82,22.5,28.6,None
16:50:59.280,BUCK,2,43.6,33.84,22.5,28.6,None
16:50:59.381,BUCK,2,43.66,33.78,22.6,28.6,None
