Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Chg_ON,Dsg_ON,Bal_ON
14:07:15.232,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:07:15.333,28.9,0.0,68,0,0,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:15.436,28.9,0.0,68,0,0,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:15.537,28.9,0.0,68,0,0,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:15.687,28.9,0.0,68,0,0,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:15.738,28.9,0.0,68,0,0,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:15.887,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:15.940,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:16.041,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:16.141,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:16.242,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:16.349,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:16.460,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:16.574,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:16.684,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:16.794,28.9,0.0,68,31,30,2414,2416,2416,2416,2416,2416,2416,2416,2416,0,0,0,1,1,1
14:07:16.907,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:07:17.017,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:07:17.127,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:07:17.228,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:07:17.331,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:07:17.432,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
14:07:17.532,28.9,0.0,68,31,30,2415,2416,2416,2416,2416,2417,2416,2416,2416,0,0,0,1,1,1
