Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
16:05:56.152,BOOST_DIS,0,0,0,0,0,None
16:05:56.253,BOOST_DIS,2,46.44,29.2,0.1,0.0,None
16:05:56.354,BOOST_DIS,2,46.44,29.2,0.1,0.0,None
16:05:56.454,BOOST_DIS,2,46.44,29.2,0.1,0.0,None
16:05:56.555,BOOST_DIS,2,46.44,29.2,0.0,0.0,None
16:05:56.655,BOOST_DIS,1,46.44,29.17,0.0,0.0,None
16:05:56.756,BOOST_DIS,1,46.39,29.18,0.0,0.0,None
16:05:56.856,BOOST_DIS,1,46.44,29.2,0.0,0.0,None
16:05:56.957,BOOST_DIS,1,46.47,29.2,0.0,0.0,None
16:05:57.058,BOOST_DIS,1,46.39,29.2,0.0,0.0,None
16:05:57.158,BOOST_DIS,1,46.36,29.18,0.0,0.0,None
16:05:57.259,BOOST_DIS,1,46.34,29.17,0.0,0.0,None
16:05:57.359,BOOST_DIS,1,46.36,29.2,0.0,0.0,None
16:05:57.460,BOOST_DIS,1,46.36,29.2,0.0,0.0,None
16:05:57.560,BOOST_DIS,1,46.41,29.18,0.0,0.0,None
16:05:57.660,BOOST_DIS,1,46.39,29.17,0.0,0.0,None
16:05:57.761,BOOST_DIS,1,46.34,29.2,0.0,0.0,None
16:05:57.861,BOOST_DIS,1,46.36,29.18,0.0,0.0,None
16:05:57.962,BOOST_DIS,1,46.41,29.18,0.0,0.0,None
16:05:58.062,BOOST_DIS,1,46.41,29.17,0.0,0.0,None
