Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
15:39:49.897,BOOST_DIS,0,0,0,0,0,None
15:39:49.997,BOOST_DIS,2,46.52,29.11,0.0,0.0,None
15:39:50.097,BOOST_DIS,2,46.52,29.1,0.1,0.0,None
15:39:50.197,BOOST_DIS,2,46.52,29.11,0.1,0.0,None
15:39:50.297,BOOST_DIS,2,46.54,29.11,0.1,0.0,None
15:39:50.398,BOOST_DIS,1,46.49,29.11,0.0,0.0,None
15:39:50.499,BOOST_DIS,1,46.49,29.11,0.0,0.0,None
15:39:50.599,BOOST_DIS,1,46.52,29.1,0.0,0.0,None
15:39:50.700,BOOST_DIS,1,46.49,29.11,0.0,0.0,None
15:39:50.801,BOOST_DIS,1,46.49,29.1,0.0,0.0,None
15:39:50.901,BOOST_DIS,1,46.52,29.11,0.0,0.0,None
15:39:51.003,BOOST_DIS,1,46.57,29.1,0.0,0.0,None
15:39:51.103,BOOST_DIS,1,46.59,29.11,0.0,0.0,None
