Timestamp,LTO_Seq,LTO_Mode,LTO_HS_V,LTO_LS_V,LTO_HS_A,LTO_LS_A,LTO_Faults,LA_Seq,LA_Mode,LA_HS_V,LA_LS_V,LA_HS_A,LA_LS_A,LA_Faults,Pack_V,Pack_A,SOC_%,T_Max,T_Min,Cell_Max_mV,Cell_Min_mV,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24
16:55:15.436,BUCK,1,47.33,28.14,0.0,0.0,None,BUCK,1,47.43,24.9,0.0,0.0,None,28.2,0.0,62,24,24,2351,2348,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:15.535,BUCK,2,44.98,30.69,9.4,13.2,None,BUCK,2,45.09,26.26,7.7,13.1,None,28.1,0.0,62,24,24,2351,2379,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:15.639,BUCK,2,45.01,30.7,9.4,13.2,None,BUCK,2,45.09,26.64,7.9,13.0,None,28.1,0.0,62,24,24,2525,2379,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:15.742,BUCK,2,44.96,30.7,9.4,13.2,None,BUCK,2,45.07,26.95,7.9,13.0,None,30.6,0.0,62,24,24,2525,2379,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:15.846,BUCK,2,44.93,30.7,9.5,13.2,None,BUCK,2,45.07,27.19,8.0,13.1,None,30.6,0.0,62,24,24,2526,2379,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:15.951,BUCK,2,45.16,30.7,9.2,13.3,None,BUCK,2,45.04,27.41,8.1,13.1,None,30.6,0.0,62,24,24,2526,2380,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:16.055,BUCK,2,45.11,30.72,9.0,13.2,None,BUCK,2,44.79,27.66,8.4,13.1,None,30.6,0.0,62,24,24,2526,2380,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:16.159,BUCK,2,45.11,30.7,9.1,13.2,None,BUCK,2,44.76,27.83,8.4,13.1,None,30.6,0.0,62,24,24,2526,2380,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:16.263,BUCK,2,45.14,30.72,9.1,13.2,None,BUCK,2,44.71,28.01,8.5,13.1,None,30.6,13.3,62,24,24,2526,2380,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:16.367,BUCK,2,45.09,30.72,9.1,13.2,None,BUCK,2,44.73,28.17,8.5,13.1,None,30.6,13.3,62,24,24,2526,2380,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:16.471,BUCK,2,44.78,30.72,9.4,13.2,None,BUCK,2,44.71,28.31,8.7,13.1,None,30.6,13.3,62,24,24,2527,2380,2347,2351,2350,2350,2351,2350,2350,2351,2351,2351,2351,2348,0,0,0,0,0,0,0,0,0,0,0,0
16:55:16.576,BUCK,2,44.75,30.72,9.4,13.1,None,BUCK,2,45.4,28.5,8.8,13.2,None,30.6,13.3,62,24,24,2527,2380,2380,2612,2668,2551,2690,2448,2692,2527,2583,2533,2457,2553,0,0,0,0,0,0,0,0,0,0,0,0
16:55:16.680,BUCK,2,44.73,30.72,9.4,13.1,None,BUCK,2,45.38,28.63,8.8,13.2,None,30.6,13.3,62,24,24,2527,2380,2380,2612,2668,2551,2690,2448,2692,2527,2583,2533,2457,2553,0,0,0,0,0,0,0,0,0,0,0,0
16:55:16.784,BUCK,2,44.7,30.72,9.4,13.2,None,BUCK,2,45.35,28.76,8.8,13.1,None,30.6,13.3,62,24,24,2527,2382,2380,2612,2668,2551,2690,2448,2692,2527,2583,2533,2457,2553,0,0,0,0,0,0,0,0,0,0,0,0
16:55:16.888,BUCK,2,44.68,30.72,9.4,13.3,None,BUCK,2,45.35,28.89,8.8,13.1,None,30.6,13.3,62,24,24,2527,2382,2380,2612,2668,2551,2690,2448,2692,2527,2583,2533,2457,2553,0,0,0,0,0,0,0,0,0,0,0,0
