Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Chg_ON,Dsg_ON,Bal_ON
15:12:25.778,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:25.890,28.9,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:26.000,28.9,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:26.109,28.9,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:26.222,28.9,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:26.329,28.9,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:26.431,28.9,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:26.533,28.9,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:26.634,28.8,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:26.784,28.8,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:26.835,28.8,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.034,28.8,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.136,28.8,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.236,28.8,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.336,28.8,0.0,68,32,31,2408,2410,2409,2409,2409,2409,2409,2409,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.439,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.548,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.657,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.769,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.877,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:27.986,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:28.099,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:28.208,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:28.313,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:28.415,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:28.518,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:28.668,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:28.768,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:28.916,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:29.019,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:29.120,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:29.271,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:29.321,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:29.426,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:29.534,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:29.646,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:29.755,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:12:29.864,28.8,0.0,68,32,31,2408,2409,2409,2409,2409,2409,2409,2410,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
