Timestamp,LTO_Seq,LTO_Mode,LTO_HS_V,LTO_LS_V,LTO_HS_A,LTO_LS_A,LTO_Faults,LA_Seq,LA_Mode,LA_HS_V,LA_LS_V,LA_HS_A,LA_LS_A,LA_Faults,Pack_V,Pack_A,SOC_%,T_Max,T_Min,Cell_Max_mV,Cell_Min_mV,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24
15:35:07.498,BOOST,1,47.51,28.48,0.0,0.0,None,BUCK,5,47.58,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2380,2380,2379,2379,2379,2380,2380,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:35:07.604,BOOST,1,47.72,28.49,0.0,0.0,None,BUCK,5,47.63,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2375,2380,2380,2379,2379,2379,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:07.704,BOOST,5,47.44,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.63,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2375,2380,2380,2379,2379,2379,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:07.813,BOOST,5,47.41,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.61,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2375,2380,2380,2379,2379,2379,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:07.909,BOOST,5,47.41,28.48,0.0,0.0,6_CAN_OOR,BUCK,5,47.63,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2375,2380,2380,2379,2379,2379,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.013,BOOST,5,47.41,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.56,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2375,2380,2380,2379,2379,2379,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.113,BOOST,5,47.51,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.61,24.87,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2375,2380,2380,2379,2379,2379,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.214,BOOST,5,47.51,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.43,24.87,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2375,2380,2380,2379,2379,2379,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.324,BOOST,5,47.46,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.43,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2375,2380,2380,2379,2379,2379,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.419,BOOST,5,47.49,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.45,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2375,2380,2380,2379,2379,2379,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.529,BOOST,5,47.49,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.38,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.633,BOOST,5,47.33,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.38,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.733,BOOST,5,47.62,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.35,24.87,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.844,BOOST,5,47.59,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.35,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:08.949,BOOST,5,47.36,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.4,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.053,BOOST,5,47.44,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.35,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.158,BOOST,5,47.39,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.48,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.263,BOOST,5,47.39,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.35,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.369,BOOST,5,47.36,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.32,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.464,BOOST,5,47.36,28.48,0.0,0.0,6_CAN_OOR,BUCK,5,47.43,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.564,BOOST,5,47.39,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.48,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.669,BOOST,5,47.39,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.45,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.771,BOOST,5,47.39,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.48,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.873,BOOST,5,47.64,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.4,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2373,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:09.978,BOOST,5,47.74,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.38,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2373,2377,2379,2379,2379,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:10.086,BOOST,5,47.64,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.4,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:10.192,BOOST,5,47.56,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.43,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:10.293,BOOST,5,47.62,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.66,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:10.393,BOOST,5,47.74,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.63,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:10.493,BOOST,5,47.72,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.53,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:10.598,BOOST,5,47.46,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.53,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:10.704,BOOST,5,47.56,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.61,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:10.813,BOOST,5,47.51,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.61,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2379,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:10.913,BOOST,5,47.49,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.63,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:35:11.013,BOOST,5,47.46,28.49,0.0,0.0,6_CAN_OOR,BUCK,5,47.5,24.88,0.0,0.0,6_CAN_OOR,28.5,0.0,67,20,20,2380,2374,2377,2379,2380,2380,2379,2380,2379,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
