Timestamp,Calex_Seq,Calex_Mode,HS_V,LS_V,HS_A,LS_A,Calex_Faults
18:47:29.148,BOOST,0,0,0,0,0,None
18:47:29.249,BOOST,0,0,0,0,0,None
18:47:29.350,BOOST,0,0,0,0,0,None
18:47:29.451,BOOST,0,0,0,0,0,None
18:47:29.552,BOOST,0,0,0,0,0,None
18:47:29.653,BOOST,0,0,0,0,0,None
18:47:29.754,BOOST,0,0,0,0,0,None
18:47:29.855,BOOST,0,0,0,0,0,None
18:47:29.956,BOOST,0,0,0,0,0,None
18:47:30.057,BOOST,0,0,0,0,0,None
18:47:30.158,BOOST,0,0,0,0,0,None
18:47:30.259,BOOST,0,0,0,0,0,None
18:47:30.360,BOOST,0,0,0,0,0,None
18:47:30.461,BOOST,0,0,0,0,0,None
18:47:30.562,BOOST,0,0,0,0,0,None
18:47:30.663,BOOST,0,0,0,0,0,None
18:47:30.764,BOOST,0,0,0,0,0,None
18:47:30.865,BOOST,0,0,0,0,0,None
18:47:30.966,BOOST,0,0,0,0,0,None
18:47:31.067,BOOST,0,0,0,0,0,None
18:47:31.168,BOOST,0,0,0,0,0,None
18:47:31.269,BOOST,0,0,0,0,0,None
18:47:31.370,BOOST,0,0,0,0,0,None
18:47:31.470,BOOST,0,0,0,0,0,None
18:47:31.571,BOOST,0,0,0,0,0,None
18:47:31.672,BOOST,0,0,0,0,0,None
18:47:31.773,BOOST,0,0,0,0,0,None
18:47:31.874,BOOST,0,0,0,0,0,None
18:47:31.975,BOOST,0,0,0,0,0,None
18:47:32.076,BOOST,0,0,0,0,0,None
18:47:32.177,BOOST,0,0,0,0,0,None
18:47:32.278,BOOST,0,0,0,0,0,None
18:47:32.379,BOOST,0,0,0,0,0,None
18:47:32.480,BOOST,0,0,0,0,0,None
18:47:32.581,BOOST,0,0,0,0,0,None
18:47:32.682,BOOST,0,0,0,0,0,None
18:47:32.783,BOOST,0,0,0,0,0,None
18:47:32.884,BOOST,0,0,0,0,0,None
18:47:32.985,BOOST,0,0,0,0,0,None
18:47:33.086,BOOST,0,0,0,0,0,None
18:47:33.187,BOOST,0,0,0,0,0,None
18:47:33.288,BOOST,0,0,0,0,0,None
18:47:33.389,BOOST,0,0,0,0,0,None
18:47:33.490,BOOST,0,0,0,0,0,None
18:47:33.591,BOOST,0,0,0,0,0,None
18:47:33.692,BOOST,0,0,0,0,0,None
18:47:33.793,BOOST,0,0,0,0,0,None
18:47:33.894,BOOST,0,0,0,0,0,None
18:47:33.995,BOOST,0,0,0,0,0,None
18:47:34.096,BUCK,0,0,0,0,0,None
18:47:34.197,BUCK,0,0,0,0,0,None
18:47:34.297,BUCK,0,0,0,0,0,None
18:47:34.398,BUCK,0,0,0,0,0,None
18:47:34.499,BUCK,0,0,0,0,0,None
18:47:34.600,BUCK,0,0,0,0,0,None
18:47:34.701,BUCK,0,0,0,0,0,None
18:47:34.802,BUCK,0,0,0,0,0,None
18:47:34.903,BUCK,0,0,0,0,0,None
18:47:35.004,BUCK,0,0,0,0,0,None
18:47:35.105,BUCK,0,0,0,0,0,None
18:47:35.206,BUCK,0,0,0,0,0,None
18:47:35.307,BUCK,0,0,0,0,0,None
18:47:35.408,BUCK,0,0,0,0,0,None
18:47:35.509,BUCK,0,0,0,0,0,None
18:47:35.610,BUCK,0,0,0,0,0,None
18:47:35.711,BUCK,0,0,0,0,0,None
18:47:35.812,BUCK,0,0,0,0,0,None
18:47:35.923,BUCK,0,0,0,0,0,None
18:47:36.024,BUCK,0,0,0,0,0,None
18:47:36.125,BUCK,0,0,0,0,0,None
18:47:36.226,BUCK,0,0,0,0,0,None
18:47:36.327,BUCK,0,0,0,0,0,None
18:47:36.428,BUCK,0,0,0,0,0,None
18:47:36.528,BUCK,0,0,0,0,0,None
18:47:36.629,BUCK,0,0,0,0,0,None
18:47:36.730,BUCK,0,0,0,0,0,None
18:47:36.831,BUCK,0,0,0,0,0,None
18:47:36.932,BUCK,0,0,0,0,0,None
18:47:37.033,BUCK,0,0,0,0,0,None
18:47:37.134,BUCK,0,0,0,0,0,None
18:47:37.235,BUCK,0,0,0,0,0,None
