Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_Max_mV,Cell_Min_mV,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Chg_ON,Dsg_ON,Bal_ON
16:22:21.858,28.9,0.0,70,0,0,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:22.078,24.5,0.0,70,0,0,2416,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:22.289,21.2,0.0,70,0,0,2308,1798,2308,1633,1405,1778,1351,2094,1469,1841,1672,1881,2065,1802,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:22.499,21.2,0.0,70,0,0,2305,1798,2308,1633,1405,1778,1351,2094,1469,1841,1672,1881,2065,1802,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:22.698,21.2,-44.7,70,22,22,2305,1796,2308,1633,1405,1778,1351,2094,1469,1841,1672,1881,2065,1802,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:22.898,21.2,-44.7,70,22,22,2304,1796,2308,1633,1405,1778,1351,2094,1469,1841,1672,1881,2065,1802,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:23.098,21.1,-44.7,70,22,22,2304,1793,2308,1633,1405,1778,1351,2094,1469,1841,1672,1881,2065,1802,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:23.298,21.0,-44.7,70,22,22,2303,1792,2308,1633,1405,1778,1351,2094,1469,1841,1672,1881,2065,1802,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:23.498,21.0,-44.7,70,22,22,2301,1792,2308,1633,1405,1778,1351,2094,1469,1841,1672,1881,2065,1802,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:23.698,21.0,-44.7,70,22,22,2301,1791,2301,1638,1406,1769,1346,2087,1290,1833,1661,1859,2054,1791,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:23.899,21.0,-44.7,70,22,22,2299,1791,2301,1638,1406,1769,1346,2087,1290,1833,1661,1859,2054,1791,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:24.099,21.0,-44.7,70,22,22,2299,1790,2301,1638,1406,1769,1346,2087,1290,1833,1661,1859,2054,1791,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:24.299,21.0,-44.7,70,22,22,2299,1790,2301,1638,1406,1769,1346,2087,1290,1833,1661,1859,2054,1791,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:24.501,21.0,-44.7,70,22,22,2299,1788,2301,1638,1406,1769,1346,2087,1290,1833,1661,1859,2054,1791,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:24.718,21.0,-44.7,70,22,22,2298,1788,2301,1638,1406,1769,1346,2087,1290,1833,1661,1859,2054,1791,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:24.918,21.0,-44.7,70,22,22,2297,1786,2301,1638,1406,1769,1346,2087,1290,1833,1661,1859,2054,1791,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:25.118,21.0,-44.7,70,22,22,2297,1785,2301,1638,1406,1769,1346,2087,1290,1833,1661,1859,2054,1791,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:25.318,21.0,-44.7,69,22,22,2295,1785,2295,1633,1402,1762,1344,2082,1354,1827,1655,1854,2047,1785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:25.518,21.0,-44.7,69,22,22,2295,1783,2295,1633,1402,1762,1344,2082,1354,1827,1655,1854,2047,1785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:25.718,21.0,-44.7,69,22,22,2295,1783,2295,1633,1402,1762,1344,2082,1354,1827,1655,1854,2047,1785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:25.938,21.0,-44.7,69,23,22,2294,1782,2295,1633,1402,1762,1344,2082,1354,1827,1655,1854,2047,1785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:26.138,21.0,-44.7,69,23,22,2294,1781,2295,1633,1402,1762,1344,2082,1354,1827,1655,1854,2047,1785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:26.319,21.0,-44.7,69,23,22,2293,1781,2295,1633,1402,1762,1344,2082,1354,1827,1655,1854,2047,1785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:26.533,21.0,-44.7,69,23,22,2293,1780,2295,1633,1402,1762,1344,2082,1354,1827,1655,1854,2047,1785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:26.754,21.0,-44.7,69,23,22,2400,1780,2295,1633,1402,1762,1344,2082,1354,1827,1655,1854,2047,1785,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:22:26.957,28.8,-44.7,69,23,22,2401,2394,2400,2400,2403,2403,2403,2403,2403,2403,2403,2403,2403,2394,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
