Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
13:31:49.552,BUCK,0,46.66,29.14,0.0,0.0,None
13:31:49.652,BUCK,2,43.86,33.84,22.6,28.6,None
13:31:49.753,BUCK,2,43.89,33.86,22.6,28.6,None
13:31:49.853,BUCK,2,43.86,33.86,22.6,28.6,None
13:31:49.955,BUCK,2,43.84,33.87,22.6,28.6,None
13:31:50.055,BOOST,2,43.84,33.87,22.6,28.6,None
13:31:50.155,BOOST,5,46.73,29.15,0.0,0.0,2_LS_UVP
13:31:50.256,BOOST,5,46.81,29.15,0.0,0.0,2_LS_UVP
13:31:50.356,BOOST,5,46.79,29.17,0.0,0.0,None
13:31:50.456,BOOST,5,46.79,29.17,0.0,0.0,None
13:31:50.556,BUCK,5,46.84,29.15,0.0,0.0,None
13:31:50.657,BUCK,5,46.79,29.15,0.0,0.0,None
13:31:50.757,BUCK,5,46.81,29.15,0.0,0.0,None
13:31:50.858,BUCK,5,46.79,29.17,0.0,0.0,None
13:31:50.960,BUCK,5,46.73,29.15,0.0,0.0,None
13:31:51.060,BOOST,5,46.79,29.17,0.0,0.0,None
13:31:51.161,BOOST,5,46.84,29.15,0.0,0.0,None
13:31:51.261,BOOST,5,46.81,29.17,0.0,0.0,None
13:31:51.362,BOOST,5,46.81,29.17,0.0,0.0,None
13:31:51.462,BOOST,5,46.81,29.15,0.0,0.0,None
13:31:51.563,BUCK,5,46.81,29.15,0.0,0.0,None
13:31:51.663,BUCK,5,46.86,29.15,0.0,0.0,None
13:31:51.764,BUCK,5,46.86,29.15,0.0,0.0,None
13:31:51.865,BUCK,5,46.79,29.15,0.0,0.0,None
13:31:51.965,BUCK,5,46.76,29.15,0.0,0.0,None
13:31:52.065,BOOST,5,46.84,29.15,0.0,0.0,None
13:31:52.166,BOOST,5,46.84,29.15,0.0,0.0,None
13:31:52.267,BOOST,5,46.84,29.15,0.0,0.0,None
13:31:52.367,BOOST,5,46.81,29.15,0.0,0.0,None
13:31:52.467,BOOST,5,46.76,29.17,0.0,0.0,None
13:31:52.568,BUCK,5,46.86,29.15,0.0,0.0,None
13:31:52.668,BUCK,5,46.81,29.15,0.0,0.0,None
13:31:52.769,BUCK,5,46.81,29.15,0.0,0.0,None
13:31:52.870,BUCK,5,46.79,29.15,0.0,0.0,None
13:31:52.970,BUCK,5,46.84,29.15,0.0,0.0,None
13:31:53.071,BOOST,5,46.81,29.15,0.0,0.0,None
13:31:53.172,BOOST,5,46.84,29.14,0.0,0.0,None
13:31:53.272,BOOST,5,46.84,29.14,0.0,0.0,None
13:31:53.372,BOOST,5,46.86,29.15,0.0,0.0,None
13:31:53.473,BOOST,5,46.86,29.14,0.0,0.0,None
13:31:53.574,BUCK,5,46.89,29.15,0.0,0.0,None
13:31:53.675,BUCK,5,46.81,29.15,0.0,0.0,None
13:31:53.775,BUCK,5,46.86,29.14,0.0,0.0,None
13:31:53.876,BUCK,5,46.86,29.14,0.0,0.0,None
13:31:53.977,BUCK,5,46.89,29.15,0.0,0.0,None
13:31:54.077,BOOST,5,46.86,29.15,0.0,0.0,None
13:31:54.178,BOOST,5,46.86,29.15,0.0,0.0,None
13:31:54.279,BOOST,5,46.84,29.15,0.0,0.0,None
13:31:54.379,BOOST,5,46.89,29.14,0.0,0.0,None
13:31:54.480,BOOST,5,46.84,29.14,0.0,0.0,None
13:31:54.582,BUCK,5,46.84,29.15,0.0,0.0,None
13:31:54.683,BUCK,5,46.84,29.15,0.0,0.0,None
13:31:54.783,BUCK,5,46.86,29.15,0.0,0.0,None
13:31:54.884,BUCK,5,46.86,29.15,0.0,0.0,None
13:31:54.985,BUCK,5,46.84,29.15,0.0,0.0,None
13:31:55.085,BOOST,5,46.91,29.14,0.0,0.0,None
13:31:55.185,BOOST,5,46.79,29.14,0.0,0.0,None
13:31:55.286,BOOST,5,46.89,29.14,0.0,0.0,None
13:31:55.386,BOOST,5,46.81,29.14,0.0,0.0,None
13:31:55.486,BOOST,5,46.79,29.14,0.0,0.0,None
13:31:55.586,BUCK,5,46.81,29.14,0.0,0.0,None
13:31:55.687,BUCK,5,46.81,29.15,0.0,0.0,None
13:31:55.787,BUCK,5,46.86,29.15,0.0,0.0,None
13:31:55.888,BUCK,5,46.81,29.15,0.0,0.0,None
13:31:55.988,BUCK,5,46.84,29.14,0.0,0.0,None
13:31:56.088,BOOST,5,46.84,29.15,0.0,0.0,None
