Timestamp,Calex_Seq,Calex_Mode,HS_V,LS_V,HS_A,LS_A,Calex_Faults
18:41:42.888,BOOST,0,0,0,0,0,None
18:41:42.989,BOOST,0,0,0,0,0,None
18:41:43.090,BOOST,0,0,0,0,0,None
18:41:43.191,BOOST,0,0,0,0,0,None
18:41:43.293,BOOST,0,0,0,0,0,None
18:41:43.394,BOOST,0,0,0,0,0,None
18:41:43.495,BOOST,0,0,0,0,0,None
18:41:43.596,BOOST,0,0,0,0,0,None
18:41:43.698,BOOST,0,0,0,0,0,None
18:41:43.799,BOOST,0,0,0,0,0,None
18:41:43.900,BOOST,0,0,0,0,0,None
18:41:44.001,BOOST,0,0,0,0,0,None
18:41:44.102,BOOST,0,0,0,0,0,None
18:41:44.203,BOOST,0,0,0,0,0,None
18:41:44.304,BOOST,0,0,0,0,0,None
18:41:44.405,BOOST,0,0,0,0,0,None
18:41:44.506,BOOST,0,0,0,0,0,None
18:41:44.607,BOOST,0,0,0,0,0,None
18:41:44.708,BOOST,0,0,0,0,0,None
18:41:44.810,BOOST,0,0,0,0,0,None
18:41:44.911,BOOST,0,0,0,0,0,None
18:41:45.012,BOOST,0,0,0,0,0,None
18:41:45.113,BOOST,0,0,0,0,0,None
18:41:45.214,BOOST,0,0,0,0,0,None
18:41:45.315,BOOST,0,0,0,0,0,None
18:41:45.416,BOOST,0,0,0,0,0,None
18:41:45.517,BOOST,0,0,0,0,0,None
18:41:45.619,BOOST,0,0,0,0,0,None
18:41:45.720,BOOST,0,0,0,0,0,None
18:41:45.822,BOOST,0,0,0,0,0,None
18:41:45.923,BOOST,0,0,0,0,0,None
18:41:46.024,BOOST,0,0,0,0,0,None
18:41:46.125,BOOST,0,0,0,0,0,None
18:41:46.226,BOOST,0,0,0,0,0,None
18:41:46.327,BOOST,0,0,0,0,0,None
18:41:46.428,BOOST,0,0,0,0,0,None
18:41:46.529,BOOST,0,0,0,0,0,None
18:41:46.630,BOOST,0,0,0,0,0,None
18:41:46.731,BOOST,0,0,0,0,0,None
18:41:46.832,BOOST,0,0,0,0,0,None
18:41:46.933,BOOST,0,0,0,0,0,None
