Timestamp,LTO_Seq,LTO_Mode,LTO_HS_V,LTO_LS_V,LTO_HS_A,LTO_LS_A,LTO_Faults,LA_Seq,LA_Mode,LA_HS_V,LA_LS_V,LA_HS_A,LA_LS_A,LA_Faults,Pack_V,Pack_A,SOC_%,T_Max,T_Min,Cell_Max_mV,Cell_Min_mV,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24
15:40:47.430,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2375,2379,2379,2379,2378,2379,2378,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:47.526,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2375,2379,2379,2379,2378,2379,2378,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:47.634,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2375,2379,2379,2379,2378,2379,2378,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:47.734,BOOST,5,0.02,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2375,2379,2379,2379,2378,2379,2378,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:47.834,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:47.943,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:48.053,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:48.154,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:48.264,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:48.374,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:48.484,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:48.585,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:48.685,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:48.794,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:48.900,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.005,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2374,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.106,BOOST,5,0.02,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2374,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.208,BOOST,5,0.02,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2374,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.308,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2374,2377,2379,2379,2379,2378,2380,2378,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.408,BOOST,5,0.02,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.514,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.614,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.714,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.825,BOOST,5,0.02,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:49.925,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.025,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.125,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.225,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2374,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.334,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2374,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.445,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2374,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.554,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2374,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.654,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.764,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.874,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2378,2379,2379,2378,2380,2378,2379,2379,2379,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
15:40:50.974,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:51.084,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:51.190,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:51.290,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:51.394,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:51.499,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:51.605,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:51.710,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:51.814,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:51.914,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.014,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.125,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.225,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.334,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.444,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2375,2379,2379,2379,2378,2380,2379,2379,2379,2380,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.544,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.644,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.754,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.854,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:52.954,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.064,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.164,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.274,BOOST,5,0.02,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.07,24.88,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.382,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.484,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.584,BOOST,5,0.04,28.49,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.694,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.794,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.894,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2379,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:53.994,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2377,2379,2379,2379,2379,2379,2379,2380,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:54.090,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2375,2379,2379,2379,2378,2379,2379,2379,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
15:40:54.204,BOOST,5,0.04,28.48,0.0,0.0,6_CAN_OOR|4_HS_UVP,BUCK,5,0.04,24.87,0.0,0.0,6_CAN_OOR|4_HS_UVP,28.5,0.0,67,20,20,2380,2373,2375,2379,2379,2379,2378,2379,2379,2379,2379,2379,2380,2373,0,0,0,0,0,0,0,0,0,0,0,0
