Timestamp,Calex_Seq,Calex_Mode,HS_V,LS_V,HS_A,LS_A,Calex_Faults,Pack_V,Pack_A,SOC_%,T_Max,T_Min,Cell_Max_mV,Cell_Min_mV,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24
17:26:31.663,BOOST,1,47.44,28.5,0.0,0.0,None,28.5,0.0,67,22,21,2383,2377,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
17:26:31.763,BOOST,1,49.05,24.66,-9.3,-18.1,None,28.5,0.0,67,22,21,2383,2377,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
17:26:31.873,BOOST,3,48.89,24.65,-9.5,-18.0,None,28.5,0.0,67,22,21,2383,2375,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
17:26:31.973,BOOST,3,48.87,24.65,-9.3,-18.1,None,28.5,0.0,67,22,21,2009,2375,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
17:26:32.073,BOOST,3,48.87,24.65,-9.3,-18.1,None,28.5,0.0,67,22,21,2008,2375,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
17:26:32.173,BOOST,3,48.87,24.63,-9.3,-18.1,None,28.5,0.0,67,22,21,2008,2375,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
17:26:32.293,BOOST,3,48.84,24.63,-9.5,-18.1,None,24.8,0.0,67,22,21,2008,2078,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
17:26:32.393,BOOST,3,48.84,24.63,-9.3,-18.1,None,24.8,0.0,67,22,21,2008,2078,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
17:26:32.503,BOOST,3,48.84,24.63,-9.5,-18.1,None,24.8,0.0,67,22,21,2008,2078,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
17:26:32.603,BOOST,3,48.87,24.62,-9.3,-18.0,None,24.8,0.0,67,22,21,2008,2077,2380,2383,2383,2383,2382,2383,2383,2383,2383,2383,2383,2377,0,0,0,0,0,0,0,0,0,0,0,0
