Timestamp,Calex_Seq,Calex_Mode,HS_V,LS_V,HS_A,LS_A,Calex_Faults
17:23:51.756,BOOST,1,47.3,24.88,0.0,0.0,None
17:23:51.856,BOOST,1,48.04,24.41,-4.1,-6.8,None
17:23:51.966,BOOST,3,47.99,24.3,-4.2,-6.7,None
17:23:52.066,BOOST,3,47.97,24.27,-4.2,-6.7,None
17:23:52.166,BOOST,3,47.99,24.25,-4.1,-6.8,None
17:23:52.276,BOOST,3,47.97,24.25,-4.1,-6.7,None
17:23:52.376,BOOST,3,47.99,24.23,-4.1,-6.7,None
17:23:52.486,BOOST,3,47.99,24.2,-4.2,-6.7,None
17:23:52.586,BOOST,3,48.02,24.19,-4.1,-6.7,None
17:23:52.686,BOOST,3,47.99,24.19,-4.2,-6.7,None
17:23:52.788,BOOST,3,47.99,24.19,-4.1,-6.7,None
17:23:52.906,BOOST,3,48.02,24.17,-4.1,-6.7,None
17:23:53.016,BOOST,3,48.02,24.16,-4.1,-6.7,None
17:23:53.116,BOOST,3,47.99,24.16,-4.1,-6.7,None
17:23:53.226,BOOST,3,48.02,24.14,-4.1,-6.7,None
17:23:53.336,BOOST,3,48.02,24.14,-4.1,-6.7,None
17:23:53.437,BOOST,3,48.02,24.13,-4.1,-6.7,None
17:23:53.546,BOOST,3,47.99,24.13,-4.1,-6.7,None
17:23:53.646,BOOST,3,47.99,24.13,-4.1,-6.7,None
17:23:53.746,BOOST,3,47.99,24.11,-4.1,-6.7,None
17:23:53.857,BOOST,3,47.99,24.11,-4.1,-6.8,None
17:23:53.966,BOOST,3,47.99,24.11,-4.1,-6.8,None
17:23:54.066,BOOST,3,47.99,24.11,-4.1,-6.7,None
17:23:54.166,BOOST,3,47.97,24.1,-4.1,-6.7,None
17:23:54.267,BOOST,3,47.94,24.09,-4.1,-6.7,None
17:23:54.386,BOOST,3,47.99,24.1,-4.1,-6.7,None
17:23:54.486,BOOST,3,47.97,24.09,-4.1,-6.7,None
17:23:54.596,BOOST,3,47.97,24.09,-4.1,-6.7,None
17:23:54.696,BOOST,3,47.97,24.07,-4.1,-6.7,None
17:23:54.796,BOOST,3,47.97,24.07,-4.1,-6.7,None
17:23:54.897,BOOST,3,47.94,24.07,-4.1,-6.7,None
17:23:55.006,BOOST,3,47.99,24.07,-4.2,-6.7,None
17:23:55.106,BOOST,3,47.97,24.06,-4.1,-6.7,None
17:23:55.216,BOOST,3,47.97,24.06,-4.1,-6.7,None
17:23:55.317,BOOST,3,47.99,24.06,-4.1,-6.7,None
17:23:55.426,BOOST,3,47.99,24.06,-4.1,-6.7,None
17:23:55.526,BOOST,3,48.02,24.04,-4.1,-6.7,None
17:23:55.636,BOOST,3,48.02,24.04,-4.1,-6.7,None
17:23:55.746,BOOST,3,48.02,24.04,-4.1,-6.7,None
17:23:55.846,BOOST,3,48.02,24.04,-4.1,-6.7,None
17:23:55.956,BOOST,3,48.02,24.03,-4.1,-6.8,None
17:23:56.057,BOOST,3,47.99,24.03,-4.1,-6.7,None
17:23:56.166,BOOST,3,47.99,24.03,-4.1,-6.7,None
17:23:56.266,BOOST,3,48.02,24.03,-4.1,-6.7,None
17:23:56.366,BOOST,3,48.02,24.01,-3.9,-6.7,None
17:23:56.466,BOOST,3,47.97,24.01,-4.1,-6.8,None
17:23:56.567,BOOST,3,47.97,24.01,-4.1,-6.8,None
17:23:56.677,BUCK,3,47.99,24.01,-4.1,-6.7,None
17:23:56.777,BUCK,2,46.61,25.07,4.5,8.0,None
17:23:56.886,BUCK,2,46.58,25.22,4.5,8.0,None
17:23:56.986,BUCK,2,46.58,25.29,4.5,8.0,None
17:23:57.096,BUCK,2,46.58,25.35,4.5,8.0,None
