Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_Max_mV,Cell_Min_mV,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Chg_ON,Dsg_ON,Bal_ON
15:21:16.698,29.0,0.0,69,21,21,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:16.918,29.0,0.0,69,21,21,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:17.124,29.0,0.0,69,21,21,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:17.325,29.0,0.0,69,21,21,2419,2412,2419,2420,2420,2419,2419,2420,2419,2420,2420,2420,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:17.538,29.0,0.0,69,21,21,2419,2411,2419,2420,2420,2419,2419,2420,2419,2420,2420,2420,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:17.738,29.0,0.0,69,21,21,2420,2411,2419,2420,2420,2419,2419,2420,2419,2420,2420,2420,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:17.938,29.0,0.0,69,21,21,2420,2411,2419,2420,2420,2419,2419,2420,2419,2420,2420,2420,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:18.138,29.0,0.0,69,21,21,2420,2411,2419,2420,2420,2419,2419,2420,2419,2420,2420,2420,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:18.338,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2419,2419,2420,2419,2420,2420,2420,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:18.531,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2419,2419,2420,2419,2420,2420,2420,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:18.738,29.0,0.0,69,21,21,2420,2411,2419,2420,2420,2419,2419,2420,2419,2420,2420,2420,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:18.938,29.0,0.0,69,21,21,2420,2411,2419,2420,2420,2419,2419,2420,2420,2420,2420,2420,2420,2411,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:19.138,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2419,2419,2420,2420,2420,2420,2420,2420,2411,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:19.358,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2419,2419,2420,2420,2420,2420,2420,2420,2411,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:21:19.558,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2419,2419,2420,2420,2420,2420,2420,2420,2411,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
