Timestamp,Pack_V,Pack_A,SOC_%,Cell_Max_mV,Cell_Min_mV,Temp_Max_C,Temp_Min_C,Alarms
14:54:04.973,0.0,0.0,0,0,0,0,0,None
14:54:05.174,0.0,0.0,0,0,0,0,0,None
14:54:05.375,0.0,0.0,0,0,0,0,0,None
14:54:05.576,0.0,0.0,0,0,0,0,0,None
14:54:05.776,0.0,0.0,0,0,0,0,0,None
14:54:05.977,0.0,0.0,0,0,0,0,0,None
14:54:06.178,0.0,0.0,0,0,0,0,0,None
14:54:06.379,0.0,0.0,0,0,0,0,0,None
14:54:06.580,0.0,0.0,0,0,0,0,0,None
14:54:06.781,0.0,0.0,0,0,0,0,0,None
14:54:06.981,0.0,0.0,0,0,0,0,0,None
14:54:07.182,0.0,0.0,0,0,0,0,0,None
14:54:07.383,0.0,0.0,0,0,0,0,0,None
14:54:07.584,0.0,0.0,0,0,0,0,0,None
14:54:07.785,0.0,0.0,0,0,0,0,0,None
14:54:07.985,0.0,0.0,0,0,0,0,0,None
14:54:08.186,0.0,0.0,0,0,0,0,0,None
14:54:08.386,0.0,0.0,0,0,0,0,0,None
