Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Chg_ON,Dsg_ON,Bal_ON
14:24:29.271,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:29.391,18.5,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:29.491,18.5,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:29.611,18.5,0.0,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:29.711,18.5,29.1,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:29.811,32.2,29.1,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:29.911,32.2,29.1,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:30.021,32.2,29.1,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:30.121,32.2,29.1,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:30.222,31.4,29.1,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:30.322,31.4,29.1,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:30.431,31.4,29.1,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:30.531,31.4,29.1,68,31,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:24:30.631,18.7,29.1,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:30.731,18.7,29.1,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:30.831,18.7,29.1,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:30.951,18.7,29.1,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:31.071,33.5,-59.7,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:31.171,33.5,-59.7,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:31.291,33.5,-59.7,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:31.391,33.5,-59.7,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:31.491,18.7,-59.7,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:31.611,18.7,-59.7,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:31.711,18.7,29.1,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:31.831,18.7,29.1,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:31.931,32.2,29.1,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:32.031,32.2,29.1,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:32.131,32.2,29.1,68,31,30,2276,1374,1106,1073,2613,2975,2409,2409,2387,0,0,0,1,1,1
14:24:32.234,31.3,29.1,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:32.334,31.3,29.1,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:32.451,31.3,29.1,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:32.551,31.3,29.1,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:32.651,18.8,29.1,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:32.771,18.8,29.1,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:32.871,18.8,29.1,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:32.984,29.4,-59.7,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:33.087,29.4,-59.7,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:33.188,29.4,-59.7,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:33.288,29.4,-59.7,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:33.438,28.9,-59.7,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:33.493,28.9,-59.7,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:33.602,28.9,0.0,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:33.715,28.9,0.0,68,31,30,2478,2882,2990,3008,2617,2979,1413,1669,1941,0,0,0,1,1,1
14:24:33.823,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:33.932,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.040,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.141,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.242,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.342,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.443,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.568,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.668,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.768,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.868,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:34.968,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:35.072,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:35.172,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:35.273,28.9,0.0,68,31,30,2410,2411,2411,2412,2411,2412,2411,2411,2411,0,0,0,1,1,1
14:24:35.372,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
14:24:35.480,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
14:24:35.593,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
14:24:35.701,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
14:24:35.810,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
14:24:35.920,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
14:24:36.031,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
14:24:36.140,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
14:24:36.249,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
14:24:36.350,28.9,0.0,68,31,30,2411,2411,2412,2412,2412,2412,2412,2412,2414,0,0,0,1,1,1
