Timestamp,Calex_Seq,Calex_Mode,HS_V,LS_V,HS_A,LS_A,Calex_Faults,Pack_V,Pack_A,SOC_%,T_Max,T_Min,Cell_Max_mV,Cell_Min_mV,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24
13:44:03.060,BOOST,1,47.28,28.59,0.0,0.0,None,28.5,0.0,69,21,21,2380,2374,2378,2379,2380,2380,2379,2380,2380,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:03.160,BOOST,3,49.4,24.98,-9.2,-18.1,None,28.5,0.0,69,21,21,2382,2374,2378,2379,2380,2380,2379,2380,2380,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:03.261,BOOST,3,48.89,24.94,-9.3,-18.0,None,28.5,0.0,69,21,21,2380,2374,2378,2379,2380,2380,2379,2380,2380,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:03.380,BOOST,3,48.84,24.92,-9.6,-18.1,None,28.5,0.0,69,21,21,2380,2374,2378,2379,2380,2380,2379,2380,2380,2380,2380,2380,2380,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:03.491,BOOST,3,48.84,24.92,-9.5,-18.1,None,28.5,0.0,69,21,21,2230,2374,2331,2035,1945,2098,1936,2246,1880,2139,2067,2033,2230,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:03.591,BOOST,3,48.84,24.92,-9.6,-18.0,None,25.0,0.0,69,21,21,2230,2110,2331,2035,1945,2098,1936,2246,1880,2139,2067,2033,2230,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:03.691,BOOST,3,48.84,24.91,-9.3,-18.1,None,25.0,0.0,69,21,21,2230,2110,2331,2035,1945,2098,1936,2246,1880,2139,2067,2033,2230,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:03.791,BOOST,3,48.84,24.91,-9.6,-18.1,None,25.0,0.0,69,21,21,2230,2110,2331,2035,1945,2098,1936,2246,1880,2139,2067,2033,2230,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:03.898,BOOST,3,48.84,24.91,-9.5,-18.1,None,25.0,0.0,69,21,21,2229,2109,2331,2035,1945,2098,1936,2246,1880,2139,2067,2033,2230,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:03.999,BOOST,3,48.84,24.91,-9.5,-18.1,None,25.0,0.0,69,21,21,2229,2109,2331,2035,1945,2098,1936,2246,1880,2139,2067,2033,2230,2374,0,0,0,0,0,0,0,0,0,0,0,0
13:44:04.100,BOOST,3,48.84,24.89,-9.5,-18.0,None,25.0,0.0,69,21,21,2229,2109,2331,2035,1945,2098,1936,2246,1880,2139,2067,2033,2230,2374,0,0,0,0,0,0,0,0,0,0,0,0
