Timestamp,Calex_Seq,Calex_Mode,HS_V,LS_V,HS_A,LS_A,Calex_Faults
17:22:16.212,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:16.312,BOOST,5,47.32,0.07,0.0,0.0,2_LS_UVP
17:22:16.422,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:16.522,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:16.622,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:16.722,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:16.832,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:16.932,BOOST,5,47.3,0.06,0.0,0.0,2_LS_UVP
17:22:17.042,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:17.142,BOOST,5,47.25,0.06,0.0,0.0,2_LS_UVP
17:22:17.242,BOOST,5,47.38,0.08,0.0,0.0,2_LS_UVP
17:22:17.342,BOOST,5,47.38,0.08,0.0,0.0,2_LS_UVP
17:22:17.452,BOOST,5,47.38,0.08,0.0,0.0,2_LS_UVP
17:22:17.552,BOOST,5,47.35,0.08,0.0,0.0,2_LS_UVP
17:22:17.662,BOOST,5,47.4,0.1,0.0,0.0,2_LS_UVP
17:22:17.772,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:17.872,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:17.972,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:18.072,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:18.182,BOOST,5,47.4,0.08,0.0,0.0,2_LS_UVP
17:22:18.282,BOOST,5,47.4,0.1,0.0,0.0,2_LS_UVP
17:22:18.392,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:18.492,BOOST,5,47.35,0.08,0.0,0.0,2_LS_UVP
17:22:18.592,BOOST,5,47.35,0.08,0.0,0.0,2_LS_UVP
17:22:18.692,BOOST,5,47.32,0.07,0.0,0.0,2_LS_UVP
17:22:18.792,BOOST,5,47.35,0.08,0.0,0.0,2_LS_UVP
17:22:18.902,BOOST,5,47.45,0.11,0.0,0.0,2_LS_UVP
17:22:19.012,BOOST,5,47.4,0.1,0.0,0.0,2_LS_UVP
17:22:19.112,BOOST,5,47.4,0.1,0.0,0.0,2_LS_UVP
17:22:19.222,BOOST,5,47.35,0.08,0.0,0.0,2_LS_UVP
17:22:19.322,BOOST,5,47.25,0.06,0.0,0.0,2_LS_UVP
17:22:19.422,BOOST,5,47.25,0.06,0.0,0.0,2_LS_UVP
17:22:19.522,BOOST,5,47.27,0.06,0.0,0.0,2_LS_UVP
17:22:19.622,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:19.732,BOOST,5,47.38,0.1,0.0,0.0,2_LS_UVP
17:22:19.842,BOOST,5,47.3,0.06,0.0,0.0,2_LS_UVP
17:22:19.942,BOOST,5,47.3,0.06,0.0,0.0,2_LS_UVP
17:22:20.052,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:20.152,BOOST,5,47.27,0.07,0.0,0.0,2_LS_UVP
17:22:20.262,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:20.362,BOOST,5,47.38,0.08,0.0,0.0,2_LS_UVP
17:22:20.472,BOOST,5,47.4,0.1,0.0,0.0,2_LS_UVP
17:22:20.572,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:20.682,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:20.782,BOOST,5,47.32,0.07,0.0,0.0,2_LS_UVP
17:22:20.882,BOOST,5,47.4,0.08,0.0,0.0,2_LS_UVP
17:22:20.992,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:21.092,BOOST,5,47.4,0.1,0.0,0.0,2_LS_UVP
17:22:21.202,BOOST,5,47.43,0.08,0.0,0.0,2_LS_UVP
17:22:21.302,BOOST,5,47.35,0.08,0.0,0.0,2_LS_UVP
17:22:21.412,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:21.512,BOOST,5,47.32,0.07,0.0,0.0,2_LS_UVP
17:22:21.622,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:21.722,BOOST,5,47.4,0.1,0.0,0.0,2_LS_UVP
17:22:21.822,BOOST,5,47.43,0.11,0.0,0.0,2_LS_UVP
17:22:21.922,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:22.032,BOOST,5,47.32,0.08,0.0,0.0,2_LS_UVP
17:22:22.142,BOOST,5,47.3,0.07,0.0,0.0,2_LS_UVP
17:22:22.252,BOOST,5,47.27,0.06,0.0,0.0,2_LS_UVP
17:22:22.352,BOOST,5,47.25,0.07,0.0,0.0,2_LS_UVP
