Timestamp,Pack_V,Pack_A,SOC_%,Cell_Max_mV,Cell_Min_mV,Chg_ON,Dsg_ON,Bal_ON
14:07:53.898,28.9,0.0,68,0,0,1,1,1
14:07:54.119,28.9,0.0,68,2416,26882,1,1,1
14:07:54.323,28.9,0.0,68,2416,26882,1,1,1
14:07:54.523,28.9,0.0,68,2416,26882,1,1,1
14:07:54.724,28.9,0.0,68,2416,26882,1,1,1
14:07:54.926,28.9,0.0,68,2416,26882,1,1,1
14:07:55.127,28.9,0.0,68,2416,26882,1,1,1
14:07:55.341,28.9,0.0,68,2416,26882,1,1,1
14:07:55.561,28.9,0.0,68,2416,26882,1,1,1
14:07:55.779,28.9,0.0,68,2416,26882,1,1,1
