Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
15:45:27.554,BUCK,0,0,0,0,0,None
15:45:27.654,BUCK,1,46.49,29.21,1.1,5.7,None
15:45:27.755,BUCK,2,44.19,34.37,22.2,28.5,None
15:45:27.856,BUCK,2,44.17,34.39,22.2,28.6,None
15:45:27.956,BUCK,2,44.04,34.4,22.8,28.6,None
15:45:28.057,BUCK,2,44.04,34.4,22.6,28.5,None
15:45:28.157,BUCK,2,44.04,34.4,22.8,28.6,None
15:45:28.258,BUCK,2,44.04,34.4,22.8,28.6,None
15:45:28.359,BUCK,2,44.04,34.42,22.8,28.5,None
15:45:28.459,BUCK,2,43.99,34.42,22.8,28.6,None
15:45:28.560,BUCK,2,44.04,34.42,22.9,28.6,None
15:45:28.661,BUCK,2,44.01,34.43,22.8,28.6,None
15:45:28.761,BUCK,2,44.01,34.43,22.9,28.6,None
15:45:28.861,BUCK,2,43.99,34.43,22.8,28.6,None
15:45:28.962,BUCK,2,44.01,34.43,22.8,28.6,None
15:45:29.063,BUCK,2,44.01,34.44,22.8,28.6,None
15:45:29.164,BUCK,2,43.99,34.44,22.8,28.6,None
15:45:29.264,BUCK,2,43.99,34.44,22.8,28.6,None
15:45:29.365,BUCK,2,44.01,34.44,22.8,28.6,None
15:45:29.465,BUCK,2,43.99,34.44,22.8,28.6,None
15:45:29.566,BUCK,2,43.99,34.44,22.8,28.5,None
15:45:29.667,BUCK,2,43.99,34.46,22.8,28.6,None
15:45:29.768,BUCK,2,43.99,34.46,22.8,28.6,None
15:45:29.868,BUCK,2,43.99,34.46,22.8,28.6,None
15:45:29.968,BUCK,2,43.99,34.46,22.8,28.6,None
15:45:30.069,BUCK,2,43.96,34.46,22.9,28.6,None
15:45:30.170,BUCK,2,43.99,34.46,22.8,28.6,None
15:45:30.271,BUCK,2,43.99,34.46,22.8,28.6,None
15:45:30.371,BUCK,2,43.96,34.47,22.8,28.6,None
15:45:30.471,BUCK,2,43.96,34.46,22.9,28.6,None
15:45:30.572,BUCK,2,43.99,34.47,22.8,28.6,None
15:45:30.672,BUCK,2,43.99,34.47,22.9,28.6,None
15:45:30.773,BUCK,2,44.01,34.47,22.8,28.6,None
15:45:30.874,BUCK,2,43.96,34.46,22.8,28.6,None
15:45:30.976,BUCK,2,44.01,34.43,22.8,28.6,None
15:45:31.076,BUCK,2,43.99,34.43,22.8,28.6,None
15:45:31.177,BUCK,2,43.96,34.43,22.8,28.6,None
15:45:31.277,BUCK,2,44.86,34.43,22.6,28.6,None
15:45:31.377,BUCK,2,44.83,34.43,22.5,28.6,None
15:45:31.477,BUCK,2,44.86,34.44,22.6,28.6,None
15:45:31.577,BUCK,2,44.86,34.44,22.5,28.6,None
15:45:31.678,BUCK,2,44.81,34.43,22.5,28.6,None
15:45:31.778,BUCK,2,44.81,34.49,22.6,28.6,None
15:45:31.879,BUCK,2,44.81,34.43,22.5,28.6,None
15:45:31.980,BUCK,2,44.81,34.44,22.6,28.6,None
15:45:32.081,BUCK,2,44.75,34.44,22.5,28.6,None
15:45:32.182,BUCK,2,44.81,34.44,22.6,28.6,None
15:45:32.282,BUCK,2,47.67,38.71,0.1,0.0,None
15:45:32.383,BUCK,2,47.56,38.24,0.1,0.0,None
15:45:32.483,BUCK,2,47.59,37.84,0.1,0.0,None
15:45:32.583,BOOST,2,47.56,37.45,0.1,0.0,None
15:45:32.684,BOOST,3,51.96,21.63,-12.1,-29.3,None
15:45:32.785,BOOST,3,51.98,21.7,-12.2,-29.2,None
15:45:32.885,BOOST,3,51.98,21.67,-12.2,-29.2,None
15:45:32.985,BOOST,3,51.98,21.64,-12.1,-29.2,None
15:45:33.085,BOOST,3,51.96,21.61,-12.2,-29.3,None
15:45:33.186,BOOST,3,51.98,21.61,-12.1,-29.4,None
15:45:33.286,BOOST,3,51.96,21.63,-12.1,-29.4,None
15:45:33.387,BOOST,3,51.98,21.63,-12.1,-29.3,None
15:45:33.488,BOOST,3,51.98,21.61,-12.1,-29.3,None
15:45:33.588,BOOST,3,51.98,21.61,-12.2,-29.3,None
15:45:33.688,BOOST,3,51.98,21.61,-12.1,-29.3,None
15:45:33.789,BOOST,3,51.98,21.61,-12.1,-29.4,None
15:45:33.890,BOOST,3,51.98,22.64,-12.2,-27.9,None
15:45:33.991,BOOST,3,51.98,22.62,-12.1,-27.9,None
15:45:34.093,BOOST,3,51.98,22.62,-12.1,-27.9,None
15:45:34.194,BOOST,3,51.98,22.64,-12.1,-27.9,None
15:45:34.294,BOOST,3,51.96,22.62,-12.2,-27.9,None
15:45:34.395,BOOST,3,51.98,22.62,-12.2,-27.9,None
15:45:34.495,BOOST,3,51.98,22.61,-12.1,-27.9,None
15:45:34.596,BOOST,3,51.98,22.61,-12.2,-28.1,None
15:45:34.696,BOOST,3,51.98,22.61,-12.2,-27.9,None
15:45:34.797,BOOST,3,51.98,22.61,-12.2,-27.9,None
15:45:34.897,BOOST,3,51.98,22.61,-12.1,-27.9,None
15:45:34.997,BOOST,3,51.98,22.59,-12.2,-28.0,None
15:45:35.097,BOOST,3,51.98,22.58,-12.2,-28.1,None
15:45:35.198,BOOST,3,51.98,22.59,-12.2,-28.0,None
15:45:35.299,BOOST,3,51.98,22.58,-12.2,-27.9,None
15:45:35.399,BOOST,3,51.98,22.58,-12.2,-27.9,None
15:45:35.500,BOOST,3,51.98,22.58,-12.1,-28.1,None
15:45:35.600,BOOST,3,51.96,22.58,-12.1,-28.0,None
15:45:35.700,BOOST,3,51.98,22.57,-12.2,-28.1,None
15:45:35.801,BOOST,3,51.98,22.57,-12.2,-27.9,None
15:45:35.902,BOOST,3,51.96,22.57,-12.1,-28.0,None
15:45:36.004,BOOST,3,51.96,22.57,-12.1,-28.0,None
15:45:36.105,BOOST,3,51.98,22.57,-12.2,-28.0,None
15:45:36.205,BOOST,3,51.98,22.57,-12.2,-28.1,None
15:45:36.306,BOOST,3,51.98,22.55,-12.2,-28.1,None
15:45:36.406,BOOST,3,51.98,22.55,-12.2,-27.9,None
15:45:36.507,BOOST,3,51.98,22.54,-12.2,-28.0,None
15:45:36.607,BOOST,3,51.98,22.54,-12.2,-28.1,None
15:45:36.708,BOOST,3,51.96,22.54,-12.2,-28.1,None
15:45:36.808,BOOST,3,51.98,22.52,-12.2,-28.1,None
15:45:36.908,BOOST,3,51.98,22.52,-12.2,-28.0,None
15:45:37.008,BOOST,3,51.98,22.52,-12.2,-28.1,None
15:45:37.109,BOOST,3,51.98,22.52,-12.2,-28.1,None
15:45:37.210,BOOST,3,51.96,22.52,-12.1,-28.1,None
15:45:37.310,BOOST,3,51.96,22.52,-12.2,-28.1,None
15:45:37.411,BOOST,3,51.98,22.51,-12.2,-28.0,None
15:45:37.978,BOOST,5,47.08,18.1,0.0,0.0,None
15:45:38.578,BOOST,5,47.28,17.86,0.0,0.0,None
15:45:39.178,BOOST,5,47.26,17.51,0.0,0.0,None
15:45:39.778,BOOST,5,47.26,17.15,0.0,0.0,None
15:45:40.378,BOOST,5,47.23,16.79,0.0,0.0,None
15:45:40.978,BOOST,5,47.31,16.44,0.0,0.0,None
15:45:41.078,BOOST,3,52.11,22.55,-12.2,-28.1,None
15:45:41.179,BOOST,3,51.98,22.52,-12.2,-28.0,None
15:45:41.280,BOOST,3,51.98,22.51,-12.2,-28.1,None
15:45:41.380,BOOST,3,51.98,22.49,-12.1,-28.0,None
15:45:41.481,BOOST,3,51.96,22.48,-12.2,-28.1,None
15:45:41.582,BOOST,3,51.96,22.48,-12.2,-28.1,None
15:45:41.682,BOOST,3,51.96,22.48,-12.2,-28.0,None
15:45:41.783,BOOST,3,51.98,22.45,-12.2,-28.1,None
15:45:41.884,BOOST,3,51.98,22.46,-12.1,-28.1,None
15:45:41.984,BOOST,3,51.96,22.45,-12.1,-28.1,None
15:45:42.084,BOOST,3,51.98,22.45,-12.2,-28.1,None
15:45:42.185,BOOST,3,51.98,22.45,-12.2,-28.1,None
15:45:42.285,BOOST,3,51.96,22.45,-12.1,-28.1,None
15:45:42.386,BOOST,3,51.96,22.44,-12.1,-28.1,None
15:45:42.487,BOOST,3,51.96,22.45,-12.2,-28.1,None
15:45:42.588,BOOST,3,51.96,22.44,-12.1,-28.2,None
15:45:42.688,BOOST,3,51.98,22.44,-12.2,-28.1,None
15:45:42.789,BOOST,3,51.96,22.44,-12.1,-28.1,None
15:45:42.889,BOOST,3,51.98,22.42,-12.1,-28.1,None
