Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
16:59:58.712,BUCK,0,0,0,0,0,None
16:59:58.812,BUCK,2,43.78,33.94,22.6,28.6,None
16:59:58.913,BUCK,2,43.78,33.95,22.6,28.5,None
16:59:59.013,BUCK,2,43.78,33.95,22.6,28.6,None
16:59:59.114,BUCK,2,43.78,33.97,22.6,28.6,None
16:59:59.215,BOOST,2,43.78,33.97,22.6,28.6,None
16:59:59.315,BOOST,2,48.56,22.36,-15.4,-33.6,None
16:59:59.416,BOOST,3,48.48,22.32,-15.4,-33.5,None
16:59:59.517,BOOST,3,48.46,22.29,-15.4,-33.6,None
16:59:59.618,BOOST,3,48.46,22.28,-15.4,-33.6,None
16:59:59.718,BUCK,3,48.46,22.26,-15.4,-33.5,None
16:59:59.819,BUCK,3,43.66,33.98,22.6,28.6,None
16:59:59.919,BUCK,2,43.76,33.98,22.6,28.5,None
17:00:00.020,BUCK,2,43.73,33.98,22.6,28.5,None
17:00:00.120,BUCK,2,43.73,34.0,22.6,28.6,None
17:00:00.221,BOOST,2,43.71,34.0,22.6,28.6,None
17:00:00.321,BOOST,2,48.54,22.33,-15.4,-33.5,None
17:00:00.421,BOOST,3,48.46,22.26,-15.4,-33.5,None
17:00:00.522,BOOST,3,48.43,22.23,-15.4,-33.5,None
17:00:00.623,BOOST,3,48.43,22.23,-15.3,-33.6,None
17:00:00.723,BUCK,3,48.43,22.22,-15.4,-33.5,None
17:00:00.824,BUCK,2,43.63,34.01,22.6,28.6,None
17:00:00.924,BUCK,2,43.71,34.02,22.6,28.6,None
17:00:01.025,BUCK,2,43.66,34.04,22.6,28.6,None
17:00:01.125,BUCK,2,43.68,34.02,22.8,28.6,None
17:00:01.225,BOOST,2,43.68,34.05,22.8,28.5,None
17:00:01.325,BOOST,3,48.46,22.28,-15.3,-33.5,None
17:00:01.426,BOOST,3,48.46,22.25,-15.3,-33.6,None
