Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Chg_ON,Dsg_ON,Bal_ON
14:37:30.438,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:30.547,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:30.659,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:30.762,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:30.863,28.9,0.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:30.966,28.9,0.0,68,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:31.067,28.9,0.0,68,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:31.217,28.9,0.0,68,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:31.317,28.9,0.0,68,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:31.368,28.9,0.0,68,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14:37:31.469,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:31.569,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:31.669,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:31.819,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:31.877,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:31.986,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:32.095,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:32.207,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:32.316,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:32.425,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:32.537,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:32.646,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:32.747,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:32.849,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:32.950,28.9,0.0,68,31,31,2414,2414,2415,2415,2415,2415,2415,2414,2415,0,0,0,1,1,1
14:37:33.101,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:33.152,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:33.351,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:33.452,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:33.552,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:33.654,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:33.755,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:33.864,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:33.974,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:34.085,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:34.194,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:34.304,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:34.415,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:34.525,28.9,0.0,68,31,31,2414,2415,2414,2414,2415,2415,2415,2415,2415,0,0,0,1,1,1
14:37:34.632,28.9,0.0,68,31,31,2414,2415,2415,2414,2414,2415,2414,2415,2415,0,0,0,1,1,1
14:37:34.731,28.9,0.0,68,31,31,2414,2415,2415,2414,2414,2415,2414,2415,2415,0,0,0,1,1,1
