Timestamp,Pack_V,Pack_A,SOC_%,Cell_Max_mV,Cell_Min_mV,Temp_Max_C,Temp_Min_C,Alarms
15:52:01.131,0.0,0.0,0,0,0,0,0,N/A
15:52:01.332,0.0,0.0,0,0,0,0,0,N/A
15:52:01.533,0.0,0.0,0,0,0,0,0,N/A
15:52:01.733,0.0,0.0,0,0,0,0,0,N/A
15:52:01.934,0.0,0.0,0,0,0,0,0,N/A
15:52:02.135,0.0,0.0,0,0,0,0,0,N/A
15:52:02.336,0.0,0.0,0,0,0,0,0,N/A
15:52:02.537,0.0,0.0,0,0,0,0,0,N/A
15:52:02.737,0.0,0.0,0,0,0,0,0,N/A
15:52:02.937,0.0,0.0,0,0,0,0,0,N/A
15:52:03.138,0.0,0.0,0,0,0,0,0,N/A
15:52:03.339,0.0,0.0,0,0,0,0,0,N/A
15:52:03.540,0.0,0.0,0,0,0,0,0,N/A
15:52:03.740,0.0,0.0,0,0,0,0,0,N/A
15:52:03.941,0.0,0.0,0,0,0,0,0,N/A
15:52:04.142,0.0,0.0,0,0,0,0,0,N/A
15:52:04.343,0.0,0.0,0,0,0,0,0,N/A
15:52:04.543,0.0,0.0,0,0,0,0,0,N/A
15:52:04.744,0.0,0.0,0,0,0,0,0,N/A
15:52:04.944,0.0,0.0,0,0,0,0,0,N/A
15:52:05.145,0.0,0.0,0,0,0,0,0,N/A
15:52:05.345,0.0,0.0,0,0,0,0,0,N/A
15:52:05.546,0.0,0.0,0,0,0,0,0,N/A
15:52:05.746,0.0,0.0,0,0,0,0,0,N/A
15:52:05.947,0.0,0.0,0,0,0,0,0,N/A
15:52:06.148,0.0,0.0,0,0,0,0,0,N/A
15:52:06.349,0.0,0.0,0,0,0,0,0,N/A
15:52:06.549,0.0,0.0,0,0,0,0,0,N/A
15:52:06.750,0.0,0.0,0,0,0,0,0,N/A
15:52:06.951,0.0,0.0,0,0,0,0,0,N/A
15:52:07.152,0.0,0.0,0,0,0,0,0,N/A
15:52:07.352,0.0,0.0,0,0,0,0,0,N/A
15:52:07.553,0.0,0.0,0,0,0,0,0,N/A
15:52:07.753,0.0,0.0,0,0,0,0,0,N/A
15:52:07.953,0.0,0.0,0,0,0,0,0,N/A
15:52:08.154,0.0,0.0,0,0,0,0,0,N/A
15:52:08.354,0.0,0.0,0,0,0,0,0,N/A
15:52:08.555,0.0,0.0,0,0,0,0,0,N/A
15:52:08.755,0.0,0.0,0,0,0,0,0,N/A
15:52:08.956,0.0,0.0,0,0,0,0,0,N/A
15:52:09.157,0.0,0.0,0,0,0,0,0,N/A
15:52:09.357,0.0,0.0,0,0,0,0,0,N/A
15:52:09.558,0.0,0.0,0,0,0,0,0,N/A
15:52:09.759,0.0,0.0,0,0,0,0,0,N/A
15:52:09.960,0.0,0.0,0,0,0,0,0,N/A
15:52:10.160,0.0,0.0,0,0,0,0,0,N/A
15:52:10.361,0.0,0.0,0,0,0,0,0,N/A
15:52:10.562,0.0,0.0,0,0,0,0,0,N/A
15:52:10.763,0.0,0.0,0,0,0,0,0,N/A
15:52:10.963,0.0,0.0,0,0,0,0,0,N/A
15:52:11.164,0.0,0.0,0,0,0,0,0,N/A
15:52:11.365,0.0,0.0,0,0,0,0,0,N/A
15:52:11.566,0.0,0.0,0,0,0,0,0,N/A
15:52:11.766,0.0,0.0,0,0,0,0,0,N/A
15:52:11.967,0.0,0.0,0,0,0,0,0,N/A
15:52:12.168,0.0,0.0,0,0,0,0,0,N/A
15:52:12.368,0.0,0.0,0,0,0,0,0,N/A
15:52:12.569,0.0,0.0,0,0,0,0,0,N/A
15:52:12.770,0.0,0.0,0,0,0,0,0,N/A
15:52:12.970,0.0,0.0,0,0,0,0,0,N/A
15:52:13.171,0.0,0.0,0,0,0,0,0,N/A
15:52:13.372,0.0,0.0,0,0,0,0,0,N/A
15:52:13.572,0.0,0.0,0,0,0,0,0,N/A
