Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_Max_mV,Cell_Min_mV,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Chg_ON,Dsg_ON,Bal_ON
15:23:58.526,29.0,0.0,69,0,0,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:23:58.746,29.0,0.0,69,0,0,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:23:58.966,29.0,0.0,69,0,0,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:23:59.178,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2420,2419,2419,2420,2420,2420,2419,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:23:59.378,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2420,2419,2419,2420,2420,2420,2419,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:23:59.586,29.0,0.0,69,21,21,2420,2411,2419,2420,2420,2420,2419,2419,2420,2420,2420,2419,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:23:59.802,29.0,0.0,69,21,21,2420,2411,2419,2420,2420,2420,2419,2419,2420,2420,2420,2419,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:23:59.986,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2420,2419,2419,2420,2420,2420,2419,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:24:00.206,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2420,2419,2419,2420,2420,2420,2419,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:24:00.406,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2420,2419,2419,2420,2420,2420,2419,2420,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:24:00.626,29.0,0.0,69,21,21,2420,2412,2419,2420,2420,2419,2420,2420,2420,2420,2420,2420,2419,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:24:00.826,29.0,0.0,69,21,21,2420,2411,2419,2420,2420,2419,2420,2420,2420,2420,2420,2420,2419,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:24:01.046,29.0,0.0,69,21,21,2419,2411,2419,2420,2420,2419,2420,2420,2420,2420,2420,2420,2419,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:24:01.246,29.0,0.0,69,21,21,2419,2411,2419,2420,2420,2419,2420,2420,2420,2420,2420,2420,2419,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:24:01.466,29.0,0.0,69,21,21,2417,2411,2419,2420,2420,2419,2420,2420,2420,2420,2420,2420,2419,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15:24:01.666,29.0,0.0,69,21,21,2419,2411,2419,2420,2420,2419,2420,2420,2420,2420,2420,2420,2419,2412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
