Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Chg_ON,Dsg_ON,Bal_ON
18:06:09.349,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:09.589,28.8,0.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:09.809,28.8,0.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:10.028,28.8,0.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:10.237,28.8,0.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:10.437,28.8,0.0,67,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:10.638,28.8,0.0,67,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:10.842,28.8,0.0,67,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:11.042,28.8,0.0,67,31,31,2405,2405,2406,2404,2405,2405,2405,2405,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:11.258,28.8,0.0,67,31,31,2405,2405,2406,2404,2405,2405,2405,2405,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18:06:11.478,28.8,0.0,67,31,31,2405,2405,2406,2404,2405,2405,2405,2405,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
