Timestamp,Calex_Seq,Calex_Mode,HS_V,LS_V,HS_A,LS_A,Calex_Faults
18:40:39.017,BOOST,0,0,0,0,0,None
18:40:39.118,BOOST,0,0,0,0,0,None
18:40:39.219,BOOST,0,0,0,0,0,None
18:40:39.320,BOOST,0,0,0,0,0,None
18:40:39.422,BOOST,0,0,0,0,0,None
18:40:39.523,BOOST,0,0,0,0,0,None
18:40:39.624,BOOST,0,0,0,0,0,None
18:40:39.725,BOOST,0,0,0,0,0,None
18:40:39.826,BOOST,0,0,0,0,0,None
18:40:39.927,BOOST,0,0,0,0,0,None
18:40:40.028,BOOST,0,0,0,0,0,None
18:40:40.129,BOOST,0,0,0,0,0,None
18:40:40.230,BOOST,0,0,0,0,0,None
18:40:40.331,BOOST,0,0,0,0,0,None
18:40:40.432,BOOST,0,0,0,0,0,None
18:40:40.533,BOOST,0,0,0,0,0,None
18:40:40.634,BOOST,0,0,0,0,0,None
18:40:40.735,BOOST,0,0,0,0,0,None
18:40:40.836,BOOST,0,0,0,0,0,None
18:40:40.937,BOOST,0,0,0,0,0,None
18:40:41.038,BOOST,0,0,0,0,0,None
18:40:41.139,BOOST,0,0,0,0,0,None
18:40:41.240,BOOST,0,0,0,0,0,None
18:40:41.341,BOOST,0,0,0,0,0,None
18:40:41.442,BOOST,0,0,0,0,0,None
18:40:41.544,BOOST,0,0,0,0,0,None
18:40:41.645,BOOST,0,0,0,0,0,None
18:40:41.746,BOOST,0,0,0,0,0,None
18:40:41.847,BOOST,0,0,0,0,0,None
18:40:41.948,BOOST,0,0,0,0,0,None
18:40:42.049,BOOST,0,0,0,0,0,None
18:40:42.150,BOOST,0,0,0,0,0,None
18:40:42.251,BOOST,0,0,0,0,0,None
18:40:42.352,BOOST,0,0,0,0,0,None
18:40:42.453,BOOST,0,0,0,0,0,None
18:40:42.554,BOOST,0,0,0,0,0,None
18:40:42.656,BOOST,0,0,0,0,0,None
18:40:42.757,BOOST,0,0,0,0,0,None
18:40:42.858,BOOST,0,0,0,0,0,None
18:40:42.959,BOOST,0,0,0,0,0,None
18:40:43.060,BOOST,0,0,0,0,0,None
18:40:43.161,BOOST,0,0,0,0,0,None
18:40:43.262,BOOST,0,0,0,0,0,None
18:40:43.363,BOOST,0,0,0,0,0,None
18:40:43.464,BOOST,0,0,0,0,0,None
18:40:43.565,BOOST,0,0,0,0,0,None
18:40:43.666,BOOST,0,0,0,0,0,None
18:40:43.767,BOOST,0,0,0,0,0,None
18:40:43.868,BOOST,0,0,0,0,0,None
18:40:43.970,BUCK,0,0,0,0,0,None
18:40:44.071,BUCK,0,0,0,0,0,None
18:40:44.172,BUCK,0,0,0,0,0,None
18:40:44.273,BUCK,0,0,0,0,0,None
18:40:44.374,BUCK,0,0,0,0,0,None
18:40:44.475,BUCK,0,0,0,0,0,None
18:40:44.576,BUCK,0,0,0,0,0,None
18:40:44.677,BUCK,0,0,0,0,0,None
18:40:44.778,BUCK,0,0,0,0,0,None
18:40:44.879,BUCK,0,0,0,0,0,None
18:40:44.980,BUCK,0,0,0,0,0,None
18:40:45.081,BUCK,0,0,0,0,0,None
18:40:45.182,BUCK,0,0,0,0,0,None
18:40:45.283,BUCK,0,0,0,0,0,None
18:40:45.384,BUCK,0,0,0,0,0,None
