Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
14:45:41.012,BUCK_CHG,0,0,0,0,0,None
14:45:41.112,BUCK_CHG,2,45.75,33.75,21.6,28.6,None
14:45:41.213,BUCK_CHG,2,45.78,33.76,21.6,28.5,None
14:45:41.314,BUCK_CHG,2,45.75,33.78,21.6,28.6,None
14:45:41.415,BUCK_CHG,2,45.78,33.78,21.6,28.6,None
14:45:41.516,BUCK_CHG,2,45.8,33.78,21.4,28.6,None
14:45:41.616,BUCK_CHG,2,45.78,33.79,21.6,28.6,None
14:45:41.716,BUCK_CHG,2,45.78,33.81,21.4,28.6,None
14:45:41.817,BUCK_CHG,2,45.8,33.81,21.6,28.6,None
14:45:41.918,BUCK_CHG,2,45.78,33.82,21.4,28.6,None
14:45:42.018,BUCK_CHG,2,45.78,33.82,21.6,28.6,None
14:45:42.119,BUCK_CHG,2,45.8,33.82,21.6,28.6,None
14:45:42.220,BUCK_CHG,2,45.8,33.82,21.6,28.5,None
14:45:42.320,BUCK_CHG,2,45.83,33.84,21.6,28.5,None
14:45:42.421,BUCK_CHG,2,45.78,33.84,21.6,28.6,None
14:45:42.521,BUCK_CHG,2,45.8,33.84,21.4,28.6,None
14:45:42.622,BUCK_CHG,2,45.8,33.84,21.6,28.6,None
14:45:42.722,BUCK_CHG,2,45.83,33.84,21.6,28.6,None
14:45:42.823,BUCK_CHG,2,45.75,33.85,21.6,28.6,None
14:45:42.923,BUCK_CHG,2,45.72,33.85,21.6,28.6,None
14:45:43.023,BUCK_CHG,2,45.75,33.85,21.6,28.5,None
14:45:43.124,BUCK_CHG,2,45.78,33.85,21.6,28.6,None
14:45:43.224,BUCK_CHG,2,45.78,33.85,21.6,28.6,None
14:45:43.325,BUCK_CHG,2,45.78,33.84,21.6,28.6,None
14:45:43.425,BUCK_CHG,2,45.78,33.82,21.6,28.6,None
14:45:43.526,BUCK_CHG,2,45.78,33.84,21.6,28.5,None
14:45:43.627,BUCK_CHG,2,45.78,33.84,21.4,28.6,None
14:45:43.727,BUCK_CHG,2,45.8,33.84,21.6,28.6,None
14:45:43.827,BUCK_CHG,2,45.8,33.84,21.6,28.6,None
14:45:43.927,BUCK_CHG,2,45.8,33.85,21.6,28.6,None
14:45:44.027,BUCK_CHG,2,45.8,33.84,21.6,28.6,None
14:45:44.128,BUCK_CHG,2,45.8,33.88,21.6,28.6,None
14:45:44.229,BUCK_CHG,2,45.78,33.89,21.6,28.6,None
14:45:44.330,BUCK_CHG,2,45.78,33.85,21.6,28.6,None
14:45:44.431,BUCK_CHG,2,45.8,33.85,21.6,28.6,None
14:45:44.532,BUCK_CHG,2,45.8,33.85,21.6,28.6,None
14:45:44.633,BUCK_CHG,2,45.8,33.85,21.6,28.5,None
14:45:44.733,BUCK_CHG,2,45.83,33.87,21.6,28.6,None
14:45:44.834,BUCK_CHG,2,45.88,33.87,21.6,28.6,None
14:45:44.935,BUCK_CHG,2,45.88,33.87,21.6,28.6,None
14:45:45.035,BUCK_CHG,2,45.83,33.87,21.6,28.6,None
14:45:45.136,BUCK_CHG,2,45.85,33.87,21.6,28.6,None
14:45:45.236,BUCK_CHG,2,45.85,33.88,21.7,28.6,None
14:45:45.337,BUCK_CHG,2,45.88,33.91,21.7,28.6,None
14:45:45.438,BUCK_CHG,2,52.21,38.16,0.1,0.0,None
14:45:45.538,BUCK_CHG,2,49.25,36.89,0.2,0.0,None
14:45:45.639,BUCK_CHG,2,49.23,35.69,0.1,0.0,None
14:45:45.739,BUCK_CHG,2,49.1,35.04,0.3,0.0,None
14:45:45.840,BUCK_CHG,2,49.1,35.04,0.2,0.0,None
14:45:45.940,BUCK_CHG,2,49.12,35.04,0.2,0.0,None
14:45:46.041,BUCK_CHG,2,49.12,35.04,0.2,0.0,None
14:45:46.141,BUCK_CHG,2,49.1,35.04,0.2,0.0,None
14:45:46.241,BUCK_CHG,2,49.1,35.04,0.2,0.0,None
14:45:46.342,BUCK_CHG,2,49.12,35.04,0.2,0.0,None
