Timestamp,Calex_Seq,Calex_Mode,HS_V,LS_V,HS_A,LS_A,Calex_Faults
18:26:40.896,BOOST,0,0,0,0,0,None
18:26:40.997,BOOST,0,0,0,0,0,None
18:26:41.098,BOOST,0,0,0,0,0,None
18:26:41.200,BOOST,0,0,0,0,0,None
18:26:41.301,BOOST,0,0,0,0,0,None
18:26:41.402,BOOST,0,0,0,0,0,None
18:26:41.503,BOOST,0,0,0,0,0,None
18:26:41.604,BOOST,0,0,0,0,0,None
18:26:41.705,BOOST,0,0,0,0,0,None
18:26:41.806,BOOST,0,0,0,0,0,None
18:26:41.907,BOOST,0,0,0,0,0,None
18:26:42.008,BOOST,0,0,0,0,0,None
18:26:42.109,BOOST,0,0,0,0,0,None
18:26:42.210,BOOST,0,0,0,0,0,None
18:26:42.311,BOOST,0,0,0,0,0,None
18:26:42.412,BOOST,0,0,0,0,0,None
18:26:42.513,BOOST,0,0,0,0,0,None
18:26:42.614,BOOST,0,0,0,0,0,None
18:26:42.715,BOOST,0,0,0,0,0,None
18:26:42.816,BOOST,0,0,0,0,0,None
18:26:42.917,BOOST,0,0,0,0,0,None
18:26:43.018,BOOST,0,0,0,0,0,None
18:26:43.119,BOOST,0,0,0,0,0,None
18:26:43.220,BOOST,0,0,0,0,0,None
18:26:43.322,BOOST,0,0,0,0,0,None
18:26:43.423,BOOST,0,0,0,0,0,None
18:26:43.524,BOOST,0,0,0,0,0,None
18:26:43.625,BOOST,0,0,0,0,0,None
18:26:43.726,BOOST,0,0,0,0,0,None
18:26:43.827,BOOST,0,0,0,0,0,None
18:26:43.928,BOOST,0,0,0,0,0,None
18:26:44.029,BOOST,0,0,0,0,0,None
18:26:44.130,BOOST,0,0,0,0,0,None
18:26:44.231,BOOST,0,0,0,0,0,None
18:26:44.332,BOOST,0,0,0,0,0,None
18:26:44.433,BOOST,0,0,0,0,0,None
18:26:44.534,BOOST,0,0,0,0,0,None
18:26:44.635,BOOST,0,0,0,0,0,None
18:26:44.736,BOOST,0,0,0,0,0,None
18:26:44.837,BOOST,0,0,0,0,0,None
18:26:44.938,BOOST,0,0,0,0,0,None
18:26:45.039,BOOST,0,0,0,0,0,None
18:26:45.140,BOOST,0,0,0,0,0,None
18:26:45.241,BOOST,0,0,0,0,0,None
18:26:45.342,BOOST,0,0,0,0,0,None
18:26:45.444,BOOST,0,0,0,0,0,None
18:26:45.545,BOOST,0,0,0,0,0,None
18:26:45.646,BOOST,0,0,0,0,0,None
18:26:45.747,BOOST,0,0,0,0,0,None
18:26:45.848,BUCK,0,0,0,0,0,None
18:26:45.949,BUCK,0,0,0,0,0,None
18:26:46.050,BUCK,0,0,0,0,0,None
18:26:46.151,BUCK,0,0,0,0,0,None
18:26:46.252,BUCK,0,0,0,0,0,None
18:26:46.353,BUCK,0,0,0,0,0,None
18:26:46.454,BUCK,0,0,0,0,0,None
18:26:46.555,BUCK,0,0,0,0,0,None
18:26:46.656,BUCK,0,0,0,0,0,None
