Timestamp,Pack_V,Pack_A,SOC_%,Temp_Max_C,Temp_Min_C,Cell_Max_mV,Cell_Min_mV,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Chg_ON,Dsg_ON,Bal_ON
16:49:44.134,28.9,0.0,69,0,0,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:44.334,28.9,0.0,69,0,0,2415,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:44.554,28.9,0.0,69,25,24,2415,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:44.754,28.9,0.0,69,25,24,2415,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:44.939,28.9,0.0,69,25,24,2415,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:45.153,28.9,0.0,69,25,24,2415,2408,2414,2415,2415,2415,2414,2415,2414,2415,2415,2415,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:45.356,28.9,0.0,69,25,24,2415,2408,2414,2415,2415,2415,2414,2415,2414,2415,2415,2415,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:45.556,28.9,0.0,69,25,24,2415,2408,2414,2415,2415,2415,2414,2415,2414,2415,2415,2415,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:45.757,28.9,0.0,69,25,24,2415,2409,2414,2415,2415,2415,2414,2415,2414,2415,2415,2415,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:45.960,28.9,0.0,69,25,24,2415,2408,2414,2415,2415,2415,2414,2415,2414,2415,2415,2415,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:46.161,28.9,0.0,69,25,24,2415,2408,2414,2415,2415,2415,2414,2415,2414,2415,2415,2415,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:46.380,30.8,0.0,69,25,24,2773,2408,2414,2415,2415,2415,2414,2415,2414,2415,2415,2415,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:46.585,30.8,0.0,69,25,24,2776,2796,2414,2415,2415,2415,2414,2415,2414,2415,2415,2415,2416,2409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:46.786,30.8,0.0,69,25,24,2776,2796,2482,2902,3008,2818,3020,2618,2990,2776,2877,2845,2636,2796,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:46.994,33.3,29.1,69,25,24,2419,2411,2482,2902,3008,2818,3020,2618,2990,2776,2877,2845,2636,2796,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:47.214,28.9,29.1,69,25,24,2416,2410,2482,2902,3008,2818,3020,2618,2990,2776,2877,2845,2636,2796,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:47.396,28.9,29.1,69,25,24,2417,2410,2482,2902,3008,2818,3020,2618,2990,2776,2877,2845,2636,2796,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:47.634,28.9,29.1,69,25,24,2416,2409,2482,2902,3008,2818,3020,2618,2990,2776,2877,2845,2636,2796,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:47.834,28.9,0.0,69,25,24,2416,2409,2482,2902,3008,2818,3020,2618,2990,2776,2877,2845,2636,2796,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:48.043,28.9,0.0,69,25,24,2416,2410,2482,2902,3008,2818,3020,2618,2990,2776,2877,2845,2636,2796,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16:49:48.258,28.9,0.0,69,25,24,2416,2410,2379,1521,2409,2414,2415,2416,2415,2416,2415,2416,2416,2410,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
