Timestamp,Sequence,Mode,HS_V,LS_V,HS_A,LS_A,Faults
14:44:05.779,BUCK,0,45.32,31.07,0.0,0.0,None
14:44:05.879,BUCK,2,45.2,31.06,0.1,0.0,None
14:44:05.979,BUCK,2,45.17,31.08,0.0,0.0,None
14:44:06.079,BUCK,2,45.14,31.06,0.0,0.0,None
14:44:06.180,BUCK,2,45.14,31.06,0.0,0.0,None
14:44:06.280,DEAD_TIME,2,45.14,31.06,0.0,0.0,None
14:44:06.381,BOOST,1,45.2,31.06,0.0,0.0,None
14:44:06.482,BOOST,3,45.81,29.28,-5.3,-6.7,None
14:44:06.583,BOOST,3,45.76,29.27,-5.3,-6.7,None
14:44:06.683,BOOST,3,45.79,29.28,-5.2,-6.7,None
14:44:06.784,BUCK,3,45.79,29.27,-5.2,-6.7,None
14:44:06.884,BUCK,2,45.14,31.04,0.0,0.0,None
14:44:06.985,BUCK,2,45.14,31.07,0.0,0.0,None
14:44:07.085,BUCK,2,45.14,31.07,0.1,0.0,None
14:44:07.186,BUCK,2,45.14,31.04,0.0,0.0,None
14:44:07.286,BOOST,2,45.14,31.06,0.0,0.0,None
14:44:07.387,BOOST,3,45.79,29.28,-5.3,-6.7,None
14:44:07.487,BOOST,3,45.76,29.27,-5.3,-6.8,None
14:44:07.587,BOOST,3,45.73,29.27,-5.3,-6.7,None
14:44:07.689,BOOST,3,45.76,29.27,-5.3,-6.7,None
14:44:07.789,BUCK,3,45.76,29.27,-5.2,-6.7,None
14:44:07.890,BUCK,2,45.12,31.04,0.0,0.0,None
14:44:07.990,BUCK,2,45.14,31.04,0.0,0.0,None
14:44:08.090,BUCK,2,45.14,31.07,0.1,0.0,None
14:44:08.191,BUCK,2,45.14,31.04,0.1,0.0,None
14:44:08.291,BOOST,2,45.09,31.04,0.0,0.0,None
14:44:08.392,BOOST,3,45.76,29.28,-5.4,-6.7,None
14:44:08.493,BOOST,3,45.73,29.27,-5.3,-6.7,None
14:44:08.593,BOOST,3,45.76,29.25,-5.3,-6.7,None
14:44:08.693,BOOST,3,45.79,29.27,-5.3,-6.7,None
14:44:08.793,BUCK,3,45.76,29.25,-5.3,-6.7,None
14:44:08.894,BUCK,2,45.12,31.03,0.0,0.0,None
14:44:08.995,BUCK,2,45.14,31.04,0.1,0.0,None
14:44:09.095,BUCK,2,45.14,31.07,0.1,0.0,None
14:44:09.196,BUCK,2,45.14,31.06,0.1,0.0,None
14:44:09.296,BOOST,2,45.14,31.06,0.0,0.0,None
14:44:09.396,BOOST,3,45.79,29.28,-5.3,-6.7,None
14:44:09.497,BOOST,3,45.76,29.27,-5.3,-6.7,None
14:44:09.597,BOOST,3,45.76,29.27,-5.4,-6.7,None
14:44:09.697,BOOST,3,45.76,29.28,-5.3,-6.7,None
14:44:09.798,BUCK,3,45.71,29.27,-5.3,-6.7,None
14:44:09.899,BUCK,2,45.09,31.04,0.0,0.0,None
14:44:09.999,BUCK,2,45.09,31.04,0.0,0.0,None
14:44:10.101,BUCK,2,45.09,31.04,0.0,0.0,None
14:44:10.201,BUCK,2,45.09,31.04,0.0,0.0,None
14:44:10.301,BOOST,2,45.07,31.04,0.0,0.0,None
14:44:10.402,BOOST,3,45.71,29.28,-5.3,-6.8,None
14:44:10.503,BOOST,3,45.73,29.27,-5.3,-6.7,None
14:44:10.603,BOOST,3,45.71,29.27,-5.4,-6.7,None
14:44:10.704,BOOST,3,45.73,29.27,-5.3,-6.7,None
14:44:10.804,BUCK,3,45.73,29.25,-5.3,-6.7,None
14:44:10.905,BUCK,2,45.09,31.04,0.0,0.0,None
14:44:11.005,BUCK,2,45.07,31.04,0.0,0.0,None
14:44:11.105,BUCK,2,45.09,31.04,0.1,0.0,None
14:44:11.205,BUCK,2,45.09,31.04,0.0,0.0,None
14:44:11.305,BOOST,2,45.09,31.06,0.0,0.0,None
14:44:11.405,BOOST,3,45.73,29.27,-5.3,-6.7,None
14:44:11.505,BOOST,3,45.73,29.27,-5.3,-6.7,None
14:44:11.606,BOOST,3,45.73,29.27,-5.3,-6.7,None
14:44:11.707,BOOST,3,45.71,29.27,-5.3,-6.7,None
14:44:11.807,BUCK,3,45.76,29.27,-5.3,-6.7,None
14:44:11.908,BUCK,2,45.09,31.03,0.1,0.0,None
14:44:12.008,BUCK,2,45.12,31.03,0.0,0.0,None
14:44:12.109,BUCK,2,45.12,31.04,0.0,0.0,None
14:44:12.209,BUCK,2,45.12,31.04,0.1,0.0,None
14:44:12.310,BOOST,2,45.12,31.04,0.0,0.0,None
14:44:12.412,BOOST,3,45.76,29.28,-5.3,-6.7,None
14:44:12.512,BOOST,3,45.76,29.27,-5.3,-6.7,None
14:44:12.613,BOOST,3,45.76,29.25,-5.3,-6.7,None
14:44:12.714,BOOST,3,45.76,29.25,-5.3,-6.7,None
14:44:12.814,BUCK,3,45.76,29.25,-5.3,-6.7,None
14:44:12.915,BUCK,2,45.14,31.03,0.0,0.0,None
14:44:13.016,BUCK,2,45.12,31.03,0.0,0.0,None
14:44:13.116,BUCK,2,45.09,31.03,0.0,0.0,None
14:44:13.216,BUCK,2,45.12,31.03,0.0,0.0,None
14:44:13.316,BOOST,2,45.09,31.04,0.0,0.0,None
14:44:13.417,BOOST,3,45.76,29.27,-5.3,-6.7,None
14:44:13.517,BOOST,3,45.76,29.28,-5.3,-6.7,None
14:44:13.618,BOOST,3,45.76,29.25,-5.3,-6.7,None
14:44:13.718,BOOST,3,45.73,29.25,-5.3,-6.7,None
14:44:13.818,BUCK,3,45.76,29.25,-5.3,-6.7,None
14:44:13.918,BUCK,2,45.12,31.03,0.0,0.0,None
14:44:14.018,BUCK,2,45.12,31.03,0.1,0.0,None
14:44:14.119,BUCK,2,45.09,31.03,0.0,0.0,None
14:44:14.219,BUCK,2,45.12,31.03,0.0,0.0,None
14:44:14.319,BOOST,2,45.12,31.03,0.0,0.0,None
14:44:14.420,BOOST,3,45.76,29.27,-5.3,-6.7,None
14:44:14.521,BOOST,3,45.73,29.25,-5.3,-6.7,None
14:44:14.621,BOOST,3,45.73,29.27,-5.3,-6.7,None
14:44:14.722,BOOST,3,45.76,29.25,-5.3,-6.7,None
14:44:14.822,BUCK,3,45.76,29.25,-5.3,-6.7,None
14:44:14.923,BUCK,2,45.09,31.01,0.0,0.0,None
14:44:15.023,BUCK,2,45.12,31.01,0.1,0.0,None
14:44:15.124,BUCK,2,45.09,31.03,0.0,0.0,None
14:44:15.224,BUCK,2,45.12,31.03,0.0,0.0,None
14:44:15.324,BOOST,2,45.12,31.03,0.0,0.0,None
14:44:15.425,BOOST,3,45.76,29.25,-5.3,-6.7,None
14:44:15.526,BOOST,3,45.76,29.25,-5.3,-6.7,None
14:44:15.626,BOOST,3,45.73,29.25,-5.3,-6.7,None
14:44:15.726,BOOST,3,45.76,29.25,-5.3,-6.7,None
14:44:15.826,BUCK,3,45.73,29.25,-5.3,-6.7,None
14:44:15.927,BUCK,2,45.09,31.03,0.1,0.0,None
14:44:16.028,BUCK,2,45.12,31.03,0.1,0.0,None
14:44:16.130,BUCK,2,45.09,31.03,0.1,0.0,None
14:44:16.231,BUCK,2,45.12,31.03,0.0,0.0,None
